line,filename,lines,type,character,text
0,script18.txt,710,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Gillian,Hm... hmhmhm...
4,undefined,undefined,dialogue,Jill,Gil... are you humming Shine Spark?
5,undefined,undefined,dialogue,Gillian,"Ah! Hey, Jill."
6,undefined,undefined,dialogue,Jill,Are you okay? Are you in love maybe?
7,undefined,undefined,dialogue,Gillian,Hm? Nothing of the sort. I'm fine.
8,undefined,undefined,dialogue,Jill,Right...
9,undefined,undefined,dialogue,Jill,...
10,undefined,undefined,dialogue,Jill,"No, seriously. Did you fuck?"
11,undefined,undefined,dialogue,Jill,Men only get so happy after they've fucked.
12,undefined,undefined,dialogue,Gillian,That's not...
13,undefined,undefined,dialogue,Jill,"Oh my god, you totally fucked."
14,undefined,undefined,dialogue,Jill,Was it Alma? Did you have seven minutes in heaven with her?
15,undefined,undefined,dialogue,Gillian,"No, I didn't..."
16,undefined,undefined,dialogue,Jill,"In any case, congratulations! I haven't seen you this happy since... well... never."
17,undefined,undefined,dialogue,Streaming-chan,Today's escapades will bring us to a familiar place and...
18,undefined,undefined,dialogue,Jill,Shit.
19,undefined,undefined,dialogue,Jill,"Gil, I'm out, I'm gonna..."
20,undefined,undefined,dialogue,Streaming-chan,"Not so fast, Flat Bartender! If that's even your real name."
21,undefined,undefined,dialogue,Jill,...
22,undefined,undefined,dialogue,Streaming-chan,"Last time, my viewership had a weird peak while I was passed out."
23,undefined,undefined,dialogue,Streaming-chan,So I'm here to find out what made people so interested!
24,undefined,undefined,dialogue,Streaming-chan,...
25,undefined,undefined,dialogue,Gillian,...eh?
26,undefined,undefined,dialogue,Streaming-chan,Hmhm...
27,undefined,undefined,dialogue,Gillian,Do I have something in my face?
28,undefined,undefined,dialogue,Streaming-chan,This guy totally fucked.
29,undefined,undefined,dialogue,Streaming-chan,
30,undefined,undefined,dialogue,Gillian,...
31,undefined,undefined,dialogue,Jill,*sigh* Whatever. Just keep it down.
32,undefined,undefined,dialogue,Dana,"Ah Jill, you're he-..."
33,undefined,undefined,dialogue,Dana,Isn't that the passed out girl from two weeks ago?
34,undefined,undefined,dialogue,Streaming-chan,I'm not here!
35,undefined,undefined,dialogue,Dana,"Oh, sorry."
36,undefined,undefined,dialogue,Dana,"Hello, Jill."
37,undefined,undefined,dialogue,Dana,"This is for you, Gil."
38,undefined,undefined,dialogue,Gillian,And this is...?
39,undefined,undefined,dialogue,Dana,"A copy of Sunshine Stone. You've been humming that shit non-stop, so here you go."
40,undefined,undefined,dialogue,Gillian,"Um... Thanks, I guess."
41,undefined,undefined,dialogue,Dana,It's also a congratulatory gift.
42,undefined,undefined,dialogue,Gillian,For what?
43,undefined,undefined,dialogue,Dana,Don't play dumb. You totally just got some.
44,undefined,undefined,dialogue,Gillian,...
45,undefined,undefined,dialogue,Dana,"It was Titty Hacker, right? You always had your eyes on her."
46,undefined,undefined,dialogue,Jill,I sent her a message. She'll confirm if she did the dirty with him or not.
47,undefined,undefined,dialogue,Dana,Let me know.
48,undefined,undefined,dialogue,Jill,Right.
49,undefined,undefined,dialogue,Gillian,*sigh*
50,undefined,undefined,dialogue,Dana,"I'll be back in my office, then."
51,undefined,undefined,dialogue,Jill,Anyway...
52,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
53,undefined,undefined,dialogue,Betty,...
54,undefined,undefined,dialogue,Deal,...
55,undefined,undefined,dialogue,Jill,Um...
56,undefined,undefined,dialogue,Jill,You are too happy and you are too mopey. What happened?
57,undefined,undefined,dialogue,Betty,I was right.
58,undefined,undefined,dialogue,Jill,Eh?
59,undefined,undefined,dialogue,Betty,That Laura girl was head over heels for him! I was right on the money!
60,undefined,undefined,dialogue,Deal,...
61,undefined,undefined,dialogue,Deal,"Um, say... that girl..."
62,undefined,undefined,dialogue,Streaming-chan,I'm not here!
63,undefined,undefined,dialogue,Deal,Sorry!
64,undefined,undefined,dialogue,Betty,Isn't she the one that passed out last time?
65,undefined,undefined,dialogue,Betty,Anyways...
66,undefined,undefined,dialogue,Betty,Betty was right and that deserves a Beer!
67,undefined,undefined,dialogue,Jill,And you?
68,undefined,undefined,dialogue,Deal,I'm fine.
69,undefined,undefined,dialogue,Jill,For the occasion.
70,undefined,undefined,dialogue,Betty,Alright!
71,undefined,undefined,dialogue,Jill,Here.
72,undefined,undefined,dialogue,Betty,WOO!!
73,undefined,undefined,dialogue,Jill,Here.
74,undefined,undefined,dialogue,Betty,"You're not killing my mood, Jill!"
75,undefined,undefined,dialogue,Jill,So the girl was actually infatuated with him?
76,undefined,undefined,dialogue,Betty,"You should've seen her, screaming from the top of her lungs that she liked him."
77,undefined,undefined,dialogue,Betty,And him just standing there thinking.
78,undefined,undefined,dialogue,Deal,...
79,undefined,undefined,dialogue,Betty,Just like that!
80,undefined,undefined,dialogue,Betty,"In retrospect, it was a tad too cliched for my taste. *BRRRRRRR*"
81,undefined,undefined,dialogue,Betty,"Still, I KNEW she liked him."
82,undefined,undefined,dialogue,Betty,I was right! I was right!
83,undefined,undefined,dialogue,Jill,He doesn't seem particularly happy.
84,undefined,undefined,dialogue,Betty,He never is.
85,undefined,undefined,dialogue,Betty,"...unlike your co-worker. Holy shit, did he fuck?"
86,undefined,undefined,dialogue,Jill,"You're making it too obvious, Gil."
87,undefined,undefined,dialogue,Gillian,HOW?!
88,undefined,undefined,dialogue,Betty,That beaming face is unmistakable. The face of a guy that got some and enjoyed every moment.
89,undefined,undefined,dialogue,Jill,"Back to Deal, though. Like I said, he seems... lost in thought."
90,undefined,undefined,dialogue,Betty,Victories like these are few and far between. Let me enjoy myself.
91,undefined,undefined,dialogue,Deal,*sigh* Can I get something non-alcoholic here?
92,undefined,undefined,dialogue,Betty,"That's not how you drown your sorrows, piece o' scrap."
93,undefined,undefined,dialogue,Betty,I'll have a Bloom Light.
94,undefined,undefined,dialogue,Jill,Okay.
