line,filename,lines,type,character,text
0,script14.txt,647,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,*yawn* G'evening.
3,undefined,undefined,dialogue,Dana,"Hey, Jill! Gil is in the back sorting an ingredients shipment and I've got things to do, the dog's in charge, okay? Bye!"
4,undefined,undefined,dialogue,Jill,...what?
5,undefined,undefined,dialogue,Jill,"Wait, the dog what?!"
6,undefined,undefined,dialogue,Rad Shiba,"Okay, first order: pet me."
7,undefined,undefined,dialogue,Jill,No.
8,undefined,undefined,dialogue,Rad Shiba,Pet me.
9,undefined,undefined,dialogue,Jill,No.
10,undefined,undefined,dialogue,Rad Shiba,I'm in charge and I want you to pet me.
11,undefined,undefined,dialogue,Jill,...
12,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
13,undefined,undefined,dialogue,Rad Shiba,Hey J!
14,undefined,undefined,dialogue,Jill,Won't pet you.
15,undefined,undefined,dialogue,Rad Shiba,You'll pet me sooner or later. They all do.
16,undefined,undefined,dialogue,Jill,Won't!
17,undefined,undefined,dialogue,Rad Shiba,Will!
18,undefined,undefined,dialogue,Gillian,You called?
19,undefined,undefined,dialogue,Jill,"He said will, not Gil."
20,undefined,undefined,dialogue,Gillian,Aaaaah.
21,undefined,undefined,dialogue,Gillian,...
22,undefined,undefined,dialogue,Gillian,Who the hell is Will?
23,undefined,undefined,dialogue,Jill,Nobody!
24,undefined,undefined,dialogue,Gillian,Don't be rude with poor Will!
25,undefined,undefined,dialogue,Jill,There's no Will!
26,undefined,undefined,dialogue,Rad Shiba,Do you need me to psyche you up then?
27,undefined,undefined,dialogue,Jill,SHUT UUUUP!
28,undefined,undefined,dialogue,Gillian,Who? Me or Will?
29,undefined,undefined,dialogue,Jill,AAAAAAAAAAAAAGH!
30,undefined,undefined,dialogue,Jill,You go back to whatever you were doing.
31,undefined,undefined,dialogue,Gillian,...alright.
32,undefined,undefined,dialogue,Jill,And you... standby!
33,undefined,undefined,dialogue,Rad Shiba,Only if you pet me.
34,undefined,undefined,dialogue,Jill,GO!
35,undefined,undefined,dialogue,Jill,...
36,undefined,undefined,dialogue,Jill,...the fuck just happened?
37,undefined,undefined,dialogue,Virgilio,"Well, aren't we spirited today?"
38,undefined,undefined,dialogue,Jill,Welcome to Valha-...
39,undefined,undefined,dialogue,Jill,Virgilio?
40,undefined,undefined,dialogue,Virgilio,Why do you sound so weirded out?
41,undefined,undefined,dialogue,Jill,You didn't show up with a... bombastic soliloquy.
42,undefined,undefined,dialogue,Virgilio,"Well, putting up an act can be tiring, you know?"
43,undefined,undefined,dialogue,Jill,"So it's all an act, then?"
44,undefined,undefined,dialogue,Virgilio,Wasn't it obvious?
45,undefined,undefined,dialogue,Jill,I guess...
46,undefined,undefined,dialogue,Virgilio,Would you mind getting me a Bleeding Jane?
47,undefined,undefined,dialogue,Jill,Sure.
48,undefined,undefined,dialogue,Jill,A Bleeding Jane.
49,undefined,undefined,dialogue,Virgilio,"Yes, this is just the thing."
50,undefined,undefined,dialogue,Jill,Here.
51,undefined,undefined,dialogue,Virgilio,This isn't a Bleeding Jane.
52,undefined,undefined,dialogue,Jill,"Uh... actually my name is Jane and I'm bleeding, so... um..."
53,undefined,undefined,dialogue,Virgilio,"Hahaha! You can be quite creative with your excuses, Miss Bartender."
54,undefined,undefined,dialogue,Jill,So... tired of putting on an act. Care to explain?
55,undefined,undefined,dialogue,Virgilio,It's a long story. And I'd honestly rather not talk about it right now.
56,undefined,undefined,dialogue,Jill,"Fair enough. What made you change your mind, though?"
57,undefined,undefined,dialogue,Virgilio,"Well, for one thing, it's safer for me now. The pompous buffoon act was mostly a way to avoid raising suspicion."
58,undefined,undefined,dialogue,Jill,Safer? There's a word that's been losing meaning lately.
59,undefined,undefined,dialogue,Jill,Wait... THAT was your way of avoiding suspicion?
60,undefined,undefined,dialogue,Virgilio,Yes.
61,undefined,undefined,dialogue,Jill,"...you do know how weird that sounds, right?"
62,undefined,undefined,dialogue,Virgilio,It sounds weird?
63,undefined,undefined,dialogue,Jill,"You try not to raise suspicion, but you act in a bombastic manner that screams you're there."
64,undefined,undefined,dialogue,Virgilio,And everyone dismisses the fool as a buffoon and moves on.
65,undefined,undefined,dialogue,Jill,...
66,undefined,undefined,dialogue,Jill,...eh?
67,undefined,undefined,dialogue,Virgilio,"I mean, you might be right if I were talking about hiding myself."
68,undefined,undefined,dialogue,Virgilio,But I'm avoiding certain... crowds of people.
69,undefined,undefined,dialogue,Virgilio,"Yes, my behaviour might call everyone's attention."
70,undefined,undefined,dialogue,Virgilio,But then everyone just decides I'm harmless and disregards me.
71,undefined,undefined,dialogue,Virgilio,"And depending on how erratic my actions are, I become harder to read."
72,undefined,undefined,dialogue,Virgilio,Giving me yet another layer of enigma.
73,undefined,undefined,dialogue,Jill,I...
74,undefined,undefined,dialogue,Jill,Huh.
75,undefined,undefined,dialogue,Jill,"Well, congrats. No offense, but I fell right into your plan."
76,undefined,undefined,dialogue,Jill,I just dismissed your actions as those of a fool and moved on.
77,undefined,undefined,dialogue,Jill,You completely fooled me.
78,undefined,undefined,dialogue,Virgilio,Thanks.
79,undefined,undefined,dialogue,Virgilio,"Say, can you give me something spicy?"
80,undefined,undefined,dialogue,Jill,Sure.
81,undefined,undefined,dialogue,Jill,Here.
82,undefined,undefined,dialogue,Virgilio,Aren't you fascinated by spiciness?
83,undefined,undefined,dialogue,Virgilio,What's spicy for humans might not be spicy for other animals.
84,undefined,undefined,dialogue,Virgilio,"Hell, what's toxic for us might not be for other creatures."
85,undefined,undefined,dialogue,Virgilio,"Do you like spicy things, bartender?"
86,undefined,undefined,dialogue,Jill,"I don't mind them, I guess. But I'm not really a fan."
87,undefined,undefined,dialogue,Virgilio,That neutral stance is actually weird to come across.
88,undefined,undefined,dialogue,Virgilio,Everyone either loves spicy things or hates them with passion.
89,undefined,undefined,dialogue,Jill,Do you like it?
90,undefined,undefined,dialogue,Virgilio,"Lots. Not only in regards to painfully spicy things, but also the way mild or slight spice adds to a meal."
91,undefined,undefined,dialogue,Virgilio,I've always had this dream of opening a curry stand.
92,undefined,undefined,dialogue,Virgilio,"As things are, I might actually pursue that dream."
93,undefined,undefined,dialogue,Jill,Let me know if you do. I haven't had curry in ages now.
94,undefined,undefined,dialogue,Jill,Here.
95,undefined,undefined,dialogue,Virgilio,Not spicy enough.
96,undefined,undefined,dialogue,Virgilio,I hate it when things aren't spicy enough.
97,undefined,undefined,dialogue,Jill,"It burns the tongue a bit, though."
98,undefined,undefined,dialogue,Virgilio,Not the same thing.
99,undefined,undefined,dialogue,Virgilio,"Hey, bartender..."
100,undefined,undefined,dialogue,Jill,Call me Jill.
101,undefined,undefined,dialogue,Virgilio,I wanted to apologize.
102,undefined,undefined,dialogue,Jill,Hm?
103,undefined,undefined,dialogue,Virgilio,"You put up with me all this time without lashing out. I should apologize for my behaviour, and thank you at that."
104,undefined,undefined,dialogue,Jill,Don't worry. I actually feel like I was too rude to you last time you came.
105,undefined,undefined,dialogue,Jill,"Granted, you came at a really bad time, but..."
106,undefined,undefined,dialogue,Jill,I should be the one apologizing. You're a client after all.
107,undefined,undefined,dialogue,Virgilio,"Well, don't. I'm actually surprised that nobody else had violently lashed out at me yet."
108,undefined,undefined,dialogue,Jill,You're making me curious as to who you really are though.
109,undefined,undefined,dialogue,Jill,Is Virgilio even your real name?
110,undefined,undefined,dialogue,Virgilio,"It might be, it might not."
111,undefined,undefined,dialogue,Jill,...sometimes I wonder if I'm a magnet for people who hide their identities and sordid pasts.
112,undefined,undefined,dialogue,Jill,"Gil, Jamie, you..."
113,undefined,undefined,dialogue,Virgilio,Um... did you say something?
114,undefined,undefined,dialogue,Jill,Just rambling. Pay me no mind.
115,undefined,undefined,dialogue,Jill,"So, tell me. Why a steampunk museum?"
116,undefined,undefined,dialogue,Virgilio,I've always liked the steampunk aesthetic. And that whole art movement is fascinating.
117,undefined,undefined,dialogue,Virgilio,It's always interesting to see how certain currents mirror certain cultures.
118,undefined,undefined,dialogue,Virgilio,"And in this case, how steampunk takes from Victorian culture."
119,undefined,undefined,dialogue,Virgilio,Non-Victorian examples are too few and far between.
120,undefined,undefined,dialogue,Jill,Interesting.
121,undefined,undefined,dialogue,Virgilio,...I also needed a job and the director just so happened to be a friend of mine.
122,undefined,undefined,dialogue,Jill,Of course.
123,undefined,undefined,dialogue,Jill,"Now that I think about it, how did you find this bar?"
124,undefined,undefined,dialogue,Virgilio,I was... avoiding some chaps and came to this alley.
125,undefined,undefined,dialogue,Jill,Huh... again.
126,undefined,undefined,dialogue,Virgilio,"""Again""?"
127,undefined,undefined,dialogue,Jill,"In my time here, I've heard ""avoided people and ended up here"" enough times to make me believe..."
128,undefined,undefined,dialogue,Jill,That the original owner built the bar here thinking about the runaway public.
129,undefined,undefined,dialogue,Virgilio,You make me sound like a criminal.
130,undefined,undefined,dialogue,Jill,You're not helping.
131,undefined,undefined,dialogue,Jill,"The expression ""runaway"" doesn't just mean people escaping the law though."
132,undefined,undefined,dialogue,Jill,We've had people avoiding stalkers or solicitors.
133,undefined,undefined,dialogue,Jill,I've seen people more shocked by an insistent salesman than a shady figure.
134,undefined,undefined,dialogue,Jill,Maybe because the salesman is a more active predator? I don't know.
135,undefined,undefined,dialogue,Jill,A troublesome part of the city right near the shopping district.
136,undefined,undefined,dialogue,Jill,Let them know there's a bar and they'll come.
137,undefined,undefined,dialogue,Jill,...sorry. I should stop rambling to myself so much.
138,undefined,undefined,dialogue,Virgilio,I don't mind it.
139,undefined,undefined,dialogue,Virgilio,"...do you think I'm sort of criminal, though?"
140,undefined,undefined,dialogue,Jill,Like I said: you're not helping.
141,undefined,undefined,dialogue,Jill,But for all I know... you might be the buffoon I've seen the other days.
142,undefined,undefined,dialogue,Virgilio,"In any case, can I get something bitter here?"
143,undefined,undefined,dialogue,Jill,On it.
144,undefined,undefined,dialogue,Jill,Here.
145,undefined,undefined,dialogue,Virgilio,This works.
