line,filename,lines,type,character,text
0,script3.txt,942,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Gillian,"Oh, hi there!"
4,undefined,undefined,dialogue,Alma,"I was expecting the bar to be... different before opening hours, but I guess it's just the same tired thing."
5,undefined,undefined,dialogue,Gillian,Alma?
6,undefined,undefined,dialogue,Alma,"Ah, Leonidas."
7,undefined,undefined,dialogue,Gillian,Gillian.
8,undefined,undefined,dialogue,Alma,Marcelo.
9,undefined,undefined,dialogue,Jill,I stumbled across her on my way in and asked her if she wanted to tag along.
10,undefined,undefined,dialogue,Alma,Hope you don't mind.
11,undefined,undefined,dialogue,Gillian,Sure. Make yourself at home.
12,undefined,undefined,dialogue,Jill,"Where's Boss? She didn't put the helmet on again, did she?"
13,undefined,undefined,dialogue,Gillian,"She went out for a bit. I don't know what for, but she'll be back."
14,undefined,undefined,dialogue,Jill,Alright.
15,undefined,undefined,dialogue,Jill,"Alma, make yourself comfortable while I prepare."
16,undefined,undefined,dialogue,Alma,"Right, thanks."
17,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
18,undefined,undefined,dialogue,Alma,What was that?
19,undefined,undefined,dialogue,Jill,"Oh, just something they made me say back in Instruction. It kind of stuck."
20,undefined,undefined,dialogue,Alma,Huh...
21,undefined,undefined,dialogue,Alma,I went to a school that made us stand up with our hands on our backs when someone came in.
22,undefined,undefined,dialogue,Alma,That habit didn't rub off until high school or so.
23,undefined,undefined,dialogue,Jill,"Yeah, it's kinda like that."
24,undefined,undefined,dialogue,Jill,"Oh yeah, look at this."
25,undefined,undefined,dialogue,Alma,A glass with a signature?
26,undefined,undefined,dialogue,Alma,To Ji... Jiiii... um...
27,undefined,undefined,dialogue,Alma,I'll assume it's either an autograph or an impromptu medicine recipe.
28,undefined,undefined,dialogue,Jill,"That *Kira* Miki girl came here yesterday before her concert, actually."
29,undefined,undefined,dialogue,Alma,"Oh, yeah. Now I see her name here."
30,undefined,undefined,dialogue,Jill,You don't seem very surprised.
31,undefined,undefined,dialogue,Alma,"I like b-LINK more, actually."
32,undefined,undefined,dialogue,Jill,"The stoic-looking duo, right?"
33,undefined,undefined,dialogue,Alma,"Yup, those."
34,undefined,undefined,dialogue,Alma,*sigh* Seems you had a better day than mine yesterday. I had to break up with Damian.
35,undefined,undefined,dialogue,Jill,I see. Want a drink?
36,undefined,undefined,dialogue,Alma,You... don't seem very surprised.
37,undefined,undefined,dialogue,Jill,"Alma, we've known each other for... what? A few months now?"
38,undefined,undefined,dialogue,Jill,"I'd be interested if those ""relationships"" of yours went further than a week or two."
39,undefined,undefined,dialogue,Jill,"You say you broke up, but there's usually not enough time to foster something to break."
40,undefined,undefined,dialogue,Jill,"It's more like... ""The guy wasn't what I wanted so I stopped flirting."""
41,undefined,undefined,dialogue,Alma,"...you could pretend to be more interested, you know?"
42,undefined,undefined,dialogue,Jill,"Like my mom says: ""If I don't buy it, it's because I know the product""."
43,undefined,undefined,dialogue,Alma,...
44,undefined,undefined,dialogue,Alma,"Speaking of buying, do you want a frame?"
45,undefined,undefined,dialogue,Jill,A frame?
46,undefined,undefined,dialogue,Alma,"Yeah, for all these pics you have of your Boss. The ones filling your phone's memory."
47,undefined,undefined,dialogue,Alma,Some seem sneakily taken at that.
48,undefined,undefined,dialogue,Gillian,Is that true?
49,undefined,undefined,dialogue,Jill,What do you care?
50,undefined,undefined,dialogue,Jill,How the hell did you find that out?
51,undefined,undefined,dialogue,Gillian,So it IS true!
52,undefined,undefined,dialogue,Jill,Shut up!
53,undefined,undefined,dialogue,Alma,"I'm a hacker, remember? You shouldn't piss off a hacker."
54,undefined,undefined,dialogue,Alma,"Aw, I really like this one of her sleeping in her office. I think I'll copy it."
55,undefined,undefined,dialogue,Jill,You...!
56,undefined,undefined,dialogue,Alma,"Hey, can you make me a Bad Touch before we keep arguing?"
57,undefined,undefined,dialogue,Jill,*pfft*... Sure.
58,undefined,undefined,dialogue,Jill,Here.
59,undefined,undefined,dialogue,Alma,Who gives these drinks their silly names?
60,undefined,undefined,dialogue,Jill,Usually the one who registers it.
61,undefined,undefined,dialogue,Jill,Some people have quite the silly sense of humor.
62,undefined,undefined,dialogue,Alma,Like that girl who keeps laughing over this particular drink's name?
63,undefined,undefined,dialogue,Jill,"Yeah, yeah..."
64,undefined,undefined,dialogue,Jill,Here you go.
65,undefined,undefined,dialogue,Alma,This is one big ba-...
66,undefined,undefined,dialogue,Alma,Are you hitting on me?
67,undefined,undefined,dialogue,Jill,You wish.
68,undefined,undefined,dialogue,Jill,Here.
69,undefined,undefined,dialogue,Alma,This is a phrase I'd hoped to never use in my life but...
70,undefined,undefined,dialogue,Alma,"This isn't a Bad Touch, Jill."
71,undefined,undefined,dialogue,Alma,You didn't give me a Bad Touch.
72,undefined,undefined,dialogue,Alma,You failed at giving me a Bad Touch.
73,undefined,undefined,dialogue,Jill,*pfffft* S-S-S-Sttttop...
74,undefined,undefined,dialogue,Jill,*ahem* So. Who's Damian again?
75,undefined,undefined,dialogue,Alma,The one with the nice car.
76,undefined,undefined,dialogue,Alma,"Sure, he's also the manager at the bank, but that car was what caught my eye."
77,undefined,undefined,dialogue,Jill,And what was wrong with him?
78,undefined,undefined,dialogue,Alma,Turns out he was a LARPer.
79,undefined,undefined,dialogue,Jill,LARP?
80,undefined,undefined,dialogue,Alma,Live Action Role Playing.
81,undefined,undefined,dialogue,Jill,Sounds more like the nickname of some very heavy-handed writer. Or a military organization.
82,undefined,undefined,dialogue,Jill,What did he roleplay as?
83,undefined,undefined,dialogue,Alma,Have you heard of the Woodstock fairs?
84,undefined,undefined,dialogue,Jill,"Those events where people barely dress, stink, roll in the mud, and fuck in the open?"
85,undefined,undefined,dialogue,Alma,"Those are hippies, yeah."
86,undefined,undefined,dialogue,Alma,He frequents those and... it's something I'd rather not deal with. At all.
87,undefined,undefined,dialogue,Alma,"If I stayed with him, I'd eventually have to."
88,undefined,undefined,dialogue,Alma,"I mean, I need to support my partner in what he does, but if it's something like that..."
89,undefined,undefined,dialogue,Jill,You see? That's the problem right there.
90,undefined,undefined,dialogue,Jill,"You say breaking up like you had something formal, but most of the time you're still getting to know him."
91,undefined,undefined,dialogue,Jill,Think about it. Have you ended your longest lasting relationships for things like those?
92,undefined,undefined,dialogue,Alma,"Okay, sorry for not using the right word or whatever. But I'm still sorely  disappointed."
93,undefined,undefined,dialogue,Alma,And at least I'm trying to get some action. When was the last time you spent the night with someone else?
94,undefined,undefined,dialogue,Jill,Last night.
95,undefined,undefined,dialogue,Alma,Your cat doesn't count.
96,undefined,undefined,dialogue,Jill,A year ago. It was messy.
97,undefined,undefined,dialogue,Alma,See?
98,undefined,undefined,dialogue,Alma,"I mean, I have no idea how you deal with that."
99,undefined,undefined,dialogue,Alma,"If I were you, I would've pushed fuckboy over there into a closet ages ago."
100,undefined,undefined,dialogue,Gillian,F-Fuckboy?
101,undefined,undefined,dialogue,Jill,People have different needs and priorities.
102,undefined,undefined,dialogue,Alma,"Yes, but don't you miss having the warmth of someone else at your side?"
103,undefined,undefined,dialogue,Alma,"Using them as a pillow, mixing your perfume with theirs."
104,undefined,undefined,dialogue,Alma,"Putting your head on their chest, listening to them breathe as they pet your head."
105,undefined,undefined,dialogue,Alma,"Dozing off knowing they're there, watching you. Protecting you..."
106,undefined,undefined,dialogue,Jill,...
107,undefined,undefined,dialogue,Alma,Jill?
108,undefined,undefined,dialogue,Jill,...
109,undefined,undefined,dialogue,Jill,Anything I can make you to shut up and drink?
110,undefined,undefined,dialogue,Alma,I'll have you know that my uncle Juan taught me ventriloquism when I was 12.
111,undefined,undefined,dialogue,Alma,Drinking won't stop me from talking... or making tasteless puns for aunt Rosa.
112,undefined,undefined,dialogue,Alma,"Still, get me something weird, would you?"
113,undefined,undefined,dialogue,Jill,"(Huh, ventriloquism.)"
114,undefined,undefined,dialogue,Jill,Weird? A weird drink?
115,undefined,undefined,dialogue,Alma,"Yeah, something different, experimental, uncommon..."
116,undefined,undefined,dialogue,Jill,Let's see...
117,undefined,undefined,dialogue,Jill,Here.
118,undefined,undefined,dialogue,Alma,"Yeah, this fits the bill."
119,undefined,undefined,dialogue,Jill,It's a promotional drink made to commemorate a movie.
120,undefined,undefined,dialogue,Jill,"Read, ""they leapt at the chance to sell drinks that would be unmarketable otherwise""."
121,undefined,undefined,dialogue,Alma,Oh...
122,undefined,undefined,dialogue,Jill,Here you go.
123,undefined,undefined,dialogue,Alma,"Nope, this looks pretty common to me."
124,undefined,undefined,dialogue,Alma,"I'll take it anyways, but no tip for this one."
125,undefined,undefined,dialogue,Jill,"You know, your orders are weird today."
126,undefined,undefined,dialogue,Alma,They are?
127,undefined,undefined,dialogue,Jill,"Yeah, usually the first thing you ask for is a Brandtini. And then something like a Cobalt Velvet or something similar."
128,undefined,undefined,dialogue,Alma,"Well, I sometimes feel like I need something different, you know?"
129,undefined,undefined,dialogue,Jill,Something tells me part of the reason you left this Damian is because he was too deep into routine.
130,undefined,undefined,dialogue,Alma,...maybe.
131,undefined,undefined,dialogue,Jill,"Hey, speaking of routines..."
132,undefined,undefined,dialogue,Jill,"As a hacker, what's your opinion on the whole Alice_Rabbit thing?"
133,undefined,undefined,dialogue,Alma,...
134,undefined,undefined,dialogue,Jill,That's the silence of somebody who just heard something stupid.
135,undefined,undefined,dialogue,Jill,Stupid enough to warrant the speech they've prepared just for occasions like this.
136,undefined,undefined,dialogue,Alma,"As always, very perceptive of you."
137,undefined,undefined,dialogue,Alma,"You know, decades ago, there was this group of people that hacked simple sites with an ""agenda""."
138,undefined,undefined,dialogue,Alma,Can't remember what they used to call themselves. I just remember that it was just petty vandalism.
139,undefined,undefined,dialogue,Alma,"Anyway, everyone that participated started using the same name."
140,undefined,undefined,dialogue,Alma,They wanted to create this... anonymous anarchists identity.
141,undefined,undefined,dialogue,Alma,The whole Alice_Rabbit thing is the logical conclusion of that.
142,undefined,undefined,dialogue,Alma,It's what happens when that idea reaches its breaking point and goes mainstream.
143,undefined,undefined,dialogue,Alma,"It is no longer a group, but an individual."
144,undefined,undefined,dialogue,Alma,"An untouchable entity watching from the shadows, monitoring and judging everything anyone does..."
145,undefined,undefined,dialogue,Alma,"Observing, tolerating no one but itself..."
146,undefined,undefined,dialogue,Alma,A lot of bullshit for what's essentially a pet the press made up.
147,undefined,undefined,dialogue,Alma,"The antithesis of your usual bogeyman, if you must."
148,undefined,undefined,dialogue,Jill,"So, you don't think such a person exists?"
149,undefined,undefined,dialogue,Alma,"Don't know, don't care."
150,undefined,undefined,dialogue,Alma,"I mean, we HAVE seen the actions of such an entity."
151,undefined,undefined,dialogue,Alma,"But it might be anything. An individual, a group, an AI..."
152,undefined,undefined,dialogue,Alma,That's not taking into account all the copycats and pranksters using the name.
153,undefined,undefined,dialogue,Alma,"So, Alice_Rabbit is a thing that exists, but it's also really muddied overall."
154,undefined,undefined,dialogue,Alma,"There's something else that worries me, though."
155,undefined,undefined,dialogue,Alma,That kind of story always catches the attention of kids and such.
156,undefined,undefined,dialogue,Alma,They start trying to hack stuff without knowing the risks or consequences.
157,undefined,undefined,dialogue,Alma,"Imagine if, suddenly, a group of tweens broke into this bar and started asking for drinks."
158,undefined,undefined,dialogue,Alma,"That's how it feels for me, and it's thanks to that damned Alice_Rabbit thing."
159,undefined,undefined,dialogue,Jill,I see.
160,undefined,undefined,dialogue,Alma,"But enough of that, there's a more pressing matter at hand."
161,undefined,undefined,dialogue,Jill,There is?
162,undefined,undefined,dialogue,Alma,"Yeah, you've been delaying my invitations for hanging out sometime for too long!"
163,undefined,undefined,dialogue,Jill,Oh... that.
164,undefined,undefined,dialogue,Alma,"Do you hate me that much, Jill? Does my presence make you that uncomfortable?"
165,undefined,undefined,dialogue,Jill,"No, I..."
166,undefined,undefined,dialogue,Alma,At this rate I might just crash by your apartment! That way you can't just say no.
167,undefined,undefined,dialogue,Alma,Maybe I'll also crash for the night.
168,undefined,undefined,dialogue,Alma,"We could have a sleepover, braid our hair, tell stories all night, shower together..."
169,undefined,undefined,dialogue,Alma,You know you need some human warmth in that place.
170,undefined,undefined,dialogue,Jill,Your tits alone would fill my entire bathroom.
171,undefined,undefined,dialogue,Alma,"Man, you react too nonchalantly. It's no fun."
172,undefined,undefined,dialogue,Alma,React a little bit. Let me tease you for a second.
173,undefined,undefined,dialogue,Jill,I refuse.
174,undefined,undefined,dialogue,Alma,"In all seriousness, though. Any particular reason you keep turning down my invitations?"
175,undefined,undefined,dialogue,Alma,"I mean, it's not a date. I just wanna have a conversation with you outside these four walls."
176,undefined,undefined,dialogue,Jill,I'm... not a morning person.
177,undefined,undefined,dialogue,Jill,I registered for a night shift precisely to avoid waking up early.
178,undefined,undefined,dialogue,Alma,"The earliest I've asked you out is 10 a.m, you know?"
