line,filename,lines,type,character,text
0,pro1.txt,300,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Dana,"Well, at least one of my employees showed up."
4,undefined,undefined,dialogue,Jill,Huh? What about Gil?
5,undefined,undefined,dialogue,Dana,"He mumbled something about holes and pests, and asked for a couple of days off."
6,undefined,undefined,dialogue,Jill,Business as usual then.
7,undefined,undefined,dialogue,Dana,Not... quite.
8,undefined,undefined,dialogue,Jill,How so?
9,undefined,undefined,dialogue,Dana,"I mean us, not Gil. Business will be a tad different through the weekend."
10,undefined,undefined,dialogue,Dana,We got booked.
11,undefined,undefined,dialogue,Jill,That's a new one. Who made the booking?
12,undefined,undefined,dialogue,Dana,The Seifar Toy Company - they make toys for dogs.
13,undefined,undefined,dialogue,Dana,It's their anniversary or something like that.
14,undefined,undefined,dialogue,Jill,We usually don't reserve the bar. Why do it this time?
15,undefined,undefined,dialogue,Dana,...the clients are adorable.
16,undefined,undefined,dialogue,Jill,Excuse me?
17,undefined,undefined,dialogue,Dana,You'll see.
18,undefined,undefined,dialogue,Jill,Anything special I should know?
19,undefined,undefined,dialogue,Dana,They'll give you a ticket to trade in for any drink they want. Just do your usual thing.
20,undefined,undefined,dialogue,Jill,Fair enough.
21,undefined,undefined,dialogue,Dana,I'll be in my office. Call if you need me.
22,undefined,undefined,dialogue,Jill,Sure.
23,undefined,undefined,dialogue,Jill,Well then...
24,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
25,undefined,undefined,dialogue,Lord Pumplerump,Um... excuse me. I'll have a Grizzly Temple.
26,undefined,undefined,dialogue,Jill,...
27,undefined,undefined,dialogue,Lord Pumplerump,Hello...?
28,undefined,undefined,dialogue,Jill,(A dog...)
29,undefined,undefined,dialogue,Jill,(A TALKING dog...)
30,undefined,undefined,dialogue,Jill,A-Are you with the Seifar Toy Company?
31,undefined,undefined,dialogue,Lord Pumplerump,Yeah. Did I arrive too early?
32,undefined,undefined,dialogue,Jill,No...
33,undefined,undefined,dialogue,Jill,"(""The clients are adorable."" Son of a bitch...)"
34,undefined,undefined,dialogue,Jill,"A Grizzly Temple, right? Coming right up."
35,undefined,undefined,dialogue,Jill,Here you go.
36,undefined,undefined,dialogue,Lord Pumplerump,Thanks!
37,undefined,undefined,dialogue,Jill,Here.
38,undefined,undefined,dialogue,Lord Pumplerump,What's this?
39,undefined,undefined,dialogue,Jill,"S-Sorry, I'm a bit off tonight. I'll do it again."
40,undefined,undefined,dialogue,Lord Pumplerump,No need. Just be careful next time.
41,undefined,undefined,dialogue,Jill,...
42,undefined,undefined,dialogue,Jill,"This is gonna be a long weekend, isn't it?"
43,undefined,undefined,dialogue,Arial Wienerton,"Hey, is the Bronson Extract here produced using organic roots?"
44,undefined,undefined,dialogue,Jill,I don't know that information.
45,undefined,undefined,dialogue,Arial Wienerton,Anyone I can talk to about that?
46,undefined,undefined,dialogue,Jill,Here? Right now? No.
47,undefined,undefined,dialogue,Arial Wienerton,But you should have that information on hand.
48,undefined,undefined,dialogue,Jill,Every BTC-certified bar is no different from a fast food chain.
49,undefined,undefined,dialogue,Jill,We get the same supplies as everyone else. Ask BTC officials if you want to know.
50,undefined,undefined,dialogue,Arial Wienerton,But you should...
51,undefined,undefined,dialogue,Jill,But we don't.
52,undefined,undefined,dialogue,Arial Wienerton,But-...
53,undefined,undefined,dialogue,Jill,Saying that we should over and over is not going to change reality.
54,undefined,undefined,dialogue,Arial Wienerton,Give me something with lots of Bronson Extract then.
55,undefined,undefined,dialogue,Jill,Okay...
56,undefined,undefined,dialogue,Jill,Here.
57,undefined,undefined,dialogue,Arial Wienerton,What the hell is this?!
58,undefined,undefined,dialogue,Jill,Your order.
59,undefined,undefined,dialogue,Arial Wienerton,This is what Bronson Extract tastes like?!
60,undefined,undefined,dialogue,Jill,"Sorta, yeah."
61,undefined,undefined,dialogue,Arial Wienerton,"Well, fuck that noise. It's not worth the effort."
62,undefined,undefined,dialogue,Jill,"*sigh* No, it's not."
63,undefined,undefined,dialogue,Jill,Here.
64,undefined,undefined,dialogue,Arial Wienerton,"Yeah, this is nice enough."
65,undefined,undefined,dialogue,Arial Wienerton,"You pass, Bartender."
66,undefined,undefined,dialogue,Jill,...
67,undefined,undefined,dialogue,Deal,Excuse me...
68,undefined,undefined,dialogue,Jill,Thank GOD. A person.
69,undefined,undefined,dialogue,Deal,"Well, as much of a person as the designated driver can be."
70,undefined,undefined,dialogue,Jill,What I mean is... why are there so many dogs?
71,undefined,undefined,dialogue,Jill,Why dogs? Why?
72,undefined,undefined,dialogue,Deal,"Well, the Corgis created the Seifar Toy Company and they've been doing a great job, so..."
73,undefined,undefined,dialogue,Jill,"A company run exclusively by dogs, really?"
74,undefined,undefined,dialogue,Deal,And a good one at that.
75,undefined,undefined,dialogue,Deal,Their only problem is that they have a not-so-discreet preference for hiring Corgis exclusively.
76,undefined,undefined,dialogue,Jill,Why?
77,undefined,undefined,dialogue,Deal,Something about being more comfortable around their own kind.
78,undefined,undefined,dialogue,Jill,Are you with them?
79,undefined,undefined,dialogue,Deal,"Well, I DO prefer Corgis, but..."
80,undefined,undefined,dialogue,Jill,"No, I mean... are you working with them?"
81,undefined,undefined,dialogue,Deal,"Yeah, well, I'm only here because the law requires at least one humanoid on the payroll."
82,undefined,undefined,dialogue,Jill,(Does the law really cover such scenarios?)
83,undefined,undefined,dialogue,Jill,Why take a job like this?
84,undefined,undefined,dialogue,Deal,Because it means I'm surrounded by Corgis all day long!
85,undefined,undefined,dialogue,Deal,"Designated driver woes aside, it's the closest thing to heaven!"
86,undefined,undefined,dialogue,Deal,"Although to be fair, I'm not much of a drinker anyway."
87,undefined,undefined,dialogue,Jill,"I see. Well, to each their own. Are you gonna drink anything?"
88,undefined,undefined,dialogue,Deal,Do you have anything non-alcoholic?
89,undefined,undefined,dialogue,Jill,Let's see what I can fetch you.
90,undefined,undefined,dialogue,Deal,Did you intend to make a pun?
91,undefined,undefined,dialogue,Jill,A pun?
92,undefined,undefined,dialogue,Deal,Nevermind.
93,undefined,undefined,dialogue,Jill,Here.
94,undefined,undefined,dialogue,Deal,Thanks.
95,undefined,undefined,dialogue,Deal,...you sure this isn't alcoholic?
96,undefined,undefined,dialogue,Jill,Pretty sure.
97,undefined,undefined,dialogue,Deal,Okay.
98,undefined,undefined,dialogue,Jill,Listen. I need to know. Is it really going to be ONLY Corgis today?
99,undefined,undefined,dialogue,Jill,Is that ALL I'm gonna do all night? Serve the same kind of dog over and over?
100,undefined,undefined,dialogue,Deal,The vast majority of them are Pembroke Welsh Corgis.
101,undefined,undefined,dialogue,Deal,There are a couple of Cardigan Welsh Corgis.
102,undefined,undefined,dialogue,Deal,"But the relationship between the two breeds is a tad... difficult, so the Cardigans weren't invited"
103,undefined,undefined,dialogue,Deal,"So, yeah. I guess you'll be serving the same kind of dogs all night."
104,undefined,undefined,dialogue,Jill,"No, I mean."
105,undefined,undefined,dialogue,Jill,Isn't there some other human I might talk to today?
106,undefined,undefined,dialogue,Deal,"There's a woman on staff, but she couldn't come today."
107,undefined,undefined,dialogue,Jill,Oh boy...
108,undefined,undefined,dialogue,Deal,Is that a problem somehow?
109,undefined,undefined,dialogue,Jill,"It's not really a ""problem."" We've survived worse than this."
110,undefined,undefined,dialogue,Jill,Like that time when an AA meeting came here asking for non-alcoholic stuff only.
111,undefined,undefined,dialogue,Jill,"But, just thinking about the fact that I'm serving drinks to dogs..."
112,undefined,undefined,dialogue,Jill,That at some point all the choices in my life led to me serving drinks to a group of TALKING dogs...
113,undefined,undefined,dialogue,Jill,It's one of those moments that makes you want to stop and rethink where your life is going.
114,undefined,undefined,dialogue,Deal,Do you perhaps not like this job?
115,undefined,undefined,dialogue,Jill,I do! I love every second of this job... but... DOGS!
116,undefined,undefined,dialogue,Jill,It's like a fashion designer suddenly realizing he's been designing edible underwear.
117,undefined,undefined,dialogue,Deal,"I still don't see what your problem is with the dogs, but I'm not going to force the subject."
118,undefined,undefined,dialogue,Deal,"Well, I'm going to try entertaining myself for a bit."
119,undefined,undefined,dialogue,Jill,The stuff for playing pool is underneath the table.
120,undefined,undefined,dialogue,Jill,There are also darts in the box next to the Jukebox.
121,undefined,undefined,dialogue,Deal,Great. Thanks for the information.
122,undefined,undefined,dialogue,Jill,Call if you need another drink.
123,undefined,undefined,dialogue,Deal,Sure.
124,undefined,undefined,dialogue,Lady Banner,"I'm feeling happy, so I'll get EVERYONE a round!"
125,undefined,undefined,dialogue,Jill,"Actually, it's a free bar..."
126,undefined,undefined,dialogue,Lady Banner,I won't let you spoil my mood! I want a Fringe Weaver.
127,undefined,undefined,dialogue,Jill,Coming right up.
128,undefined,undefined,dialogue,Jill,Here you go.
129,undefined,undefined,dialogue,Lady Banner,Still an awesome day!
130,undefined,undefined,dialogue,Jill,Here you go.
131,undefined,undefined,dialogue,Lady Banner,Why are you so hellbent on ruining my awesome day?
132,undefined,undefined,dialogue,Dragon Fucker,YO WHAT'S AN ALPHA MALE GOTTA DO TO GET SOME SERVICE?!
133,undefined,undefined,dialogue,Jill,What may I serve you?
134,undefined,undefined,dialogue,Dragon Fucker,"Beer, and quickly!"
135,undefined,undefined,dialogue,Jill,Coming right up.
136,undefined,undefined,dialogue,Jill,Here you are.
137,undefined,undefined,dialogue,Dragon Fucker,"Damn, you're a slow piece of shit."
138,undefined,undefined,dialogue,Jill,Here you go.
139,undefined,undefined,dialogue,Dragon Fucker,"THIS IS NOT WHAT I ASKED FOR, YOU LITTLE SHIT."
140,undefined,undefined,dialogue,Jill,...
141,undefined,undefined,dialogue,Jill,Hey Boss! What was the opposite of deja vu again?
142,undefined,undefined,dialogue,Dana,Jamais vu!
143,undefined,undefined,dialogue,Jill,"Yeah, that..."
144,undefined,undefined,dialogue,Deal,Are you having a premonition?
145,undefined,undefined,dialogue,Jill,Something like that. That dog felt uncannily familiar.
146,undefined,undefined,dialogue,Jill,Are you bored?
147,undefined,undefined,dialogue,Deal,Not really. I was playing with the darts a bit ago.
148,undefined,undefined,dialogue,Deal,"I thought about playing pool, but all the other clients are... thumb-challenged."
149,undefined,undefined,dialogue,Deal,"Sorry if this sounds rude, but why was the dart box so dusty?"
150,undefined,undefined,dialogue,Jill,You're the first person in the year or so I've been here that has actually played with darts.
151,undefined,undefined,dialogue,Jill,I think even my boss forgot they existed.
152,undefined,undefined,dialogue,Deal,"By the way, how are the dogs as clients?"
153,undefined,undefined,dialogue,Jill,We've had worse.
154,undefined,undefined,dialogue,Deal,Have you had someone come in and gnaw chairs to pieces?
155,undefined,undefined,dialogue,Jill,Yes. She was testing out her new mechanical teeth. She got banned from entering any BTC bar after that.
156,undefined,undefined,dialogue,Deal,"With anecdotes like those, you'd think serving dogs would feel totally normal."
157,undefined,undefined,dialogue,Jill,"You'd be wrong because even then, we were talking about humans."
158,undefined,undefined,dialogue,Jill,"I mean, don't get me wrong. I've served a dog or two in my time, but they usually come in with someone..."
159,undefined,undefined,dialogue,Jill,...and they never talk.
160,undefined,undefined,dialogue,Deal,"Now that I think about it, are these drinks bad for the dogs?"
161,undefined,undefined,dialogue,Jill,NOW you worry about that?
162,undefined,undefined,dialogue,Jill,"But no, they aren't. Only Cappuccino Monkeys are at risk if they drink those chemicals."
163,undefined,undefined,dialogue,Jill,"Anyway, you want anything to drink?"
164,undefined,undefined,dialogue,Deal,Surprise me. But keep it non-alcoholic.
165,undefined,undefined,dialogue,Jill,Sure.
166,undefined,undefined,dialogue,Jill,Here you go.
167,undefined,undefined,dialogue,Deal,Thank you.
168,undefined,undefined,dialogue,Jill,"This might sound weird to ask but... they talk through their collars, right?"
169,undefined,undefined,dialogue,Deal,That's right.
170,undefined,undefined,dialogue,Jill,How do they work?
171,undefined,undefined,dialogue,Deal,"It's not too hard, really. They're just translators."
172,undefined,undefined,dialogue,Deal,They read the dogs' brains and turn their thoughts into words.
173,undefined,undefined,dialogue,Deal,Do keep in mind that today's dog breeds have more cognitive capacity than their ancestors.
174,undefined,undefined,dialogue,Deal,"If you put the translators on dogs from a decade ago, they wouldn't work like they do now."
175,undefined,undefined,dialogue,Jill,"Yeah, I read something about that once."
176,undefined,undefined,dialogue,Jill,Another question: Why do they wear those small tuxedos?
177,undefined,undefined,dialogue,Deal,It's good for PR.
178,undefined,undefined,dialogue,Jill,You don't say...
179,undefined,undefined,dialogue,Deal,"Well, it'll be a bit before we go for the day. Any other questions?"
