line,filename,lines,type,character,text
0,script19.txt,395,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,...
3,undefined,undefined,dialogue,Jill,...
4,undefined,undefined,dialogue,Dana,"Well, let's see..."
5,undefined,undefined,dialogue,Dana,Gil is in the back getting everything ready...
6,undefined,undefined,dialogue,Dana,I'll go grab some food I've ordered.
7,undefined,undefined,dialogue,Dana,They only agreed to work on New Year's if I went to pick it up myself.
8,undefined,undefined,dialogue,Jill,...
9,undefined,undefined,dialogue,Dana,Are you alright?
10,undefined,undefined,dialogue,Jill,...I'm scared.
11,undefined,undefined,dialogue,Jill,Gaby will show up at any minute.
12,undefined,undefined,dialogue,Dana,"Relax, everything will be alright! I can assure you of that."
13,undefined,undefined,dialogue,Jill,...
14,undefined,undefined,dialogue,Dana,Drink something! Maybe that will cheer you up!
15,undefined,undefined,dialogue,Jill,...maybe.
16,undefined,undefined,dialogue,Dana,"I'll leave you for a bit, but keep your chin up!"
17,undefined,undefined,dialogue,Dana,"If you get through this, I'll give you... I don't know, a hug. Does that work?"
18,undefined,undefined,dialogue,Jill,A-A hug?
19,undefined,undefined,dialogue,Dana,A big one. A reward for after everything's said and done.
20,undefined,undefined,dialogue,Jill,...
21,undefined,undefined,dialogue,Dana,Gotta go! You can do it!
22,undefined,undefined,dialogue,Jill,R-Right...
23,undefined,undefined,dialogue,Jill,...
24,undefined,undefined,dialogue,Jill,(Everything's fine...)
25,undefined,undefined,dialogue,Jill,"(You've been avoiding this for all these years, now it's time to face it head-on.)"
26,undefined,undefined,dialogue,Jill,(Yeah! Everything's fine!)
27,undefined,undefined,dialogue,Jill,(Everything will be better after I talk to Gaby.)
28,undefined,undefined,dialogue,Jill,(Boss might even give me a hug!)
29,undefined,undefined,dialogue,Jill,(I'm okay!)
30,undefined,undefined,dialogue,Gaby,Um... hello.
31,undefined,undefined,dialogue,Jill,Gaby...
32,undefined,undefined,dialogue,Jill,...
33,undefined,undefined,dialogue,Jill,...c-come in.
34,undefined,undefined,dialogue,Gaby,Excuse me...
35,undefined,undefined,dialogue,Gaby,...
36,undefined,undefined,dialogue,Jill,Welcome to Valha-...
37,undefined,undefined,dialogue,Jill,...
38,undefined,undefined,dialogue,Jill & Gaby,Hey!
39,undefined,undefined,dialogue,Jill & Gaby,...
40,undefined,undefined,dialogue,Jill,Y-You talk first.
41,undefined,undefined,dialogue,Gaby,"No, I..."
42,undefined,undefined,dialogue,Gaby,Well...
43,undefined,undefined,dialogue,Gaby,...
44,undefined,undefined,dialogue,Jill,...
45,undefined,undefined,dialogue,Jill,"...some days ago, I got a letter."
46,undefined,undefined,dialogue,Jill,"And even odder than getting a letter, is the fact that..."
47,undefined,undefined,dialogue,Jill,...it was from your sister.
48,undefined,undefined,dialogue,Gaby,A what?
49,undefined,undefined,dialogue,Gaby,My sister sent you a letter? That's the first I've heard of it.
50,undefined,undefined,dialogue,Gaby,What did it say?
51,undefined,undefined,dialogue,Jill,"I don't know, I never opened it."
52,undefined,undefined,dialogue,Jill,...at least not until now.
53,undefined,undefined,dialogue,Gaby,Huh?
54,undefined,undefined,dialogue,Jill,I figured I should read it with you.
55,undefined,undefined,dialogue,Gaby,...
56,undefined,undefined,dialogue,Gaby,"Yeah, let's do it."
57,undefined,undefined,dialogue,Gaby,Let's read it.
58,undefined,undefined,dialogue,Jill,Alright then...
59,undefined,undefined,dialogue,None,...
60,undefined,undefined,dialogue,None,...
61,undefined,undefined,dialogue,Lenore,Sorry.
62,undefined,undefined,dialogue,None,...
63,undefined,undefined,dialogue,Jill,...
64,undefined,undefined,dialogue,Gaby,Just... Just that?
65,undefined,undefined,dialogue,Jill,Yup.
66,undefined,undefined,dialogue,Gaby,Isn't there anything else in the letter? Maybe on the back?
67,undefined,undefined,dialogue,Jill,*sigh* This is just like your sister.
68,undefined,undefined,dialogue,Jill,"I spent days worried about this letter, not wanting to open it for fear of what it might contain."
69,undefined,undefined,dialogue,Jill,I lost sleep and appetite thinking about it.
70,undefined,undefined,dialogue,Jill,"And after all those worries, after all those problems..."
71,undefined,undefined,dialogue,Jill,"After all these years not talking to her, she sends me a letter, a fucking letter of all things."
72,undefined,undefined,dialogue,Jill,"And she just says ""Sorry""?!"
73,undefined,undefined,dialogue,Jill,Sorry for what?! For our fight? For not talking all these years?
74,undefined,undefined,dialogue,Jill,...
75,undefined,undefined,dialogue,Jill,Agh! Now I'm fucking pissed.
76,undefined,undefined,dialogue,Gaby,Heheh...
77,undefined,undefined,dialogue,Jill,...are you laughing?
78,undefined,undefined,dialogue,Gaby,"Heheheheh... Sorry, I just... heheh... I remembered all the times my sis provoked you that way."
79,undefined,undefined,dialogue,Gaby,"Like that time where she gave you chocolates labeled 1, 2 and 4 during Valentine's Day."
80,undefined,undefined,dialogue,Gaby,And you were pissed about the lack of a 3.
81,undefined,undefined,dialogue,Gaby,"Or that time when you left an unopened Beer bottle on the table, she sneakily opened it and took a sip."
82,undefined,undefined,dialogue,Gaby,She didn't tell you she did it and you were confused all day long.
83,undefined,undefined,dialogue,Jill,She always bragged she knew me like the back of her hand.
84,undefined,undefined,dialogue,Jill,"...if the letter was supposed to piss me off like that, I guess she had all the rights to brag."
85,undefined,undefined,dialogue,Gaby,"Maybe she was being sincere, though."
86,undefined,undefined,dialogue,Gaby,She did express to me that she was sorry on more than one occasion.
87,undefined,undefined,dialogue,Jill,"She did, huh?"
88,undefined,undefined,dialogue,Jill,...
89,undefined,undefined,dialogue,Jill,"You told me she died from... Localized Nanomachine Rejection, right?"
90,undefined,undefined,dialogue,Gaby,"In her heart, yeah."
91,undefined,undefined,dialogue,Gaby,"Instead of the massive rejection that always makes the news, her case was more... focused."
92,undefined,undefined,dialogue,Gaby,They usually amputate or replace the part and call it a day.
93,undefined,undefined,dialogue,Gaby,But organs are different. The condition made her susceptible to transplant rejections.
94,undefined,undefined,dialogue,Jill,Not to mention artificial hearts and genetic treatments were out of the question.
95,undefined,undefined,dialogue,Gaby,Yup.
96,undefined,undefined,dialogue,Gaby,"Thing is, apparently, she suffered that since she was 18, but kept it a secret from everyone."
97,undefined,undefined,dialogue,Jill,Why?
98,undefined,undefined,dialogue,Gaby,Hell if I know. I was angry to learn that she hid it.
99,undefined,undefined,dialogue,Gaby,Why didn't she tell me?! Was it to avoid worrying me? Was she ashamed? What was it?!
100,undefined,undefined,dialogue,Gaby,...
101,undefined,undefined,dialogue,Jill,...
102,undefined,undefined,dialogue,Jill,"Wait, how did she live so normally then?"
103,undefined,undefined,dialogue,Gaby,She had to use a serum. Shots near her heart every three days.
104,undefined,undefined,dialogue,Gaby,"Apparently, the serum burns like hell. The shot even left her a nasty mark where she had to apply them."
105,undefined,undefined,dialogue,Jill,(So the thing near her left breast wasn't a birth mark?)
106,undefined,undefined,dialogue,Jill,And the rejection was what ended up killing her?
107,undefined,undefined,dialogue,Gaby,"The Nanomachine Rejection was what ended up killing her, but they couldn't find what made her so vulnerable."
108,undefined,undefined,dialogue,Gaby,"Doctor said she might have missed a shot, or the shots made her other defenses grow weaker."
109,undefined,undefined,dialogue,Gaby,"The condition could've just gone nuts outta nowhere, or maybe it was blood pressure."
110,undefined,undefined,dialogue,Gaby,"Maybe it was a regular heart attack and the rejection acted afterwards, they don't know."
111,undefined,undefined,dialogue,Gaby,"She kept it a secret from everyone, so nobody knows!"
112,undefined,undefined,dialogue,Gaby,"Maybe if she had told me about it, I could've helped her, maybe she'd still be alive."
113,undefined,undefined,dialogue,Gaby,Maybe she wouldn't have faced it alone instead of just dying in her sleep.
114,undefined,undefined,dialogue,Gaby,...
115,undefined,undefined,dialogue,Jill,...
116,undefined,undefined,dialogue,Jill,Thinking about what ifs won't bring her back.
117,undefined,undefined,dialogue,Gaby,Eh?
118,undefined,undefined,dialogue,Jill,I spent so much time hammering myself with what ifs after you told me she died.
119,undefined,undefined,dialogue,Jill,What if I waited to cool down a bit back then? What if I just swallowed my fears at that very moment?
120,undefined,undefined,dialogue,Jill,What if I had apologized earlier? What if I had given a chance to the research institute thing back then?
121,undefined,undefined,dialogue,Jill,And the amount just increased threefold after I lashed out at you the other day.
122,undefined,undefined,dialogue,Jill,"But today, I realized something."
123,undefined,undefined,dialogue,Jill,Having such regrets with the dead is a hollow effort.
124,undefined,undefined,dialogue,Jill,"You're alive, you're here. I can make amends with you... but I can't make amends with the dead."
125,undefined,undefined,dialogue,Jill,I can't apologize to her like I can apologize to you right now.
126,undefined,undefined,dialogue,Gaby,Jill...
127,undefined,undefined,dialogue,Jill,"Lenore, she's..."
128,undefined,undefined,dialogue,Jill,...
129,undefined,undefined,dialogue,Jill,She's resting now.
130,undefined,undefined,dialogue,Jill,She's just resting after having that heart condition all these years.
131,undefined,undefined,dialogue,Gaby,"She didn't have to face it alone, though. If she only..."
132,undefined,undefined,dialogue,Jill,So! Let's celebrate her life and achievements.
133,undefined,undefined,dialogue,Jill,"If we are to mourn, let's mourn her together. If we are to honor her, we'll do it together."
134,undefined,undefined,dialogue,Gaby,Together...
135,undefined,undefined,dialogue,Jill,"Lenore was a fun-loving person. The best we can do right now is try to lighten up, even if it's only for a moment."
136,undefined,undefined,dialogue,Gaby,...
137,undefined,undefined,dialogue,Jill,"I need to ask, though. Did she really start to complain about chest pains shortly after I left?"
138,undefined,undefined,dialogue,Gaby,N-No...
139,undefined,undefined,dialogue,Gaby,She didn't get visibly worse after you left or anything. Everything was actually too sudden.
140,undefined,undefined,dialogue,Gaby,"She did complain about chest pains from time to time, but that actually goes way back before you left."
141,undefined,undefined,dialogue,Gaby,"Back then, we thought it was just acid reflux or something."
142,undefined,undefined,dialogue,Gaby,...
143,undefined,undefined,dialogue,Gaby,"Gods, I even blamed her death on you."
144,undefined,undefined,dialogue,Gaby,"I was just too angry back then, and part of me just wanted to put the blame on... someone or something."
145,undefined,undefined,dialogue,Gaby,And you didn't deserve that. Sorry.
146,undefined,undefined,dialogue,Jill,"Hey, I'm sorry too, you know?"
147,undefined,undefined,dialogue,Jill,We both have things to apologize for. Don't think too much about it.
148,undefined,undefined,dialogue,Jill,I should've been mature and not shouted at you either. So.
149,undefined,undefined,dialogue,Jill,"Let's just call all that water under the bridge, shall we?"
150,undefined,undefined,dialogue,Gaby,Are you sure?
151,undefined,undefined,dialogue,Jill,Of course I am.
152,undefined,undefined,dialogue,Jill,...
153,undefined,undefined,dialogue,Jill,"So, how did you find me, exactly?"
154,undefined,undefined,dialogue,Gaby,E-Eh? Um...
155,undefined,undefined,dialogue,Gaby,Well... have you heard of a message board called Danger/u/?
156,undefined,undefined,dialogue,Jill,"...I have, yeah."
