line,filename,lines,type,character,text
0,script16.txt,585,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Dana,"Ah, Jill. I'm out to get firecrackers."
4,undefined,undefined,dialogue,Jill,Firecrackers?
5,undefined,undefined,dialogue,Dana,"It's New Year's, right? We need some!"
6,undefined,undefined,dialogue,Jill,Wouldn't firecrackers scare off the do-...
7,undefined,undefined,dialogue,Jill,"Yeah, good idea. Go ahead."
8,undefined,undefined,dialogue,Dana,I'll be back in a bit.
9,undefined,undefined,dialogue,Gillian,"Even for a cat lover, you sure get excited about firecrackers a whole lot more when dogs are involved."
10,undefined,undefined,dialogue,Jill,"I know how hypocritical it sounds, and I don't care."
11,undefined,undefined,dialogue,Jill,"Ah, Jamie's here."
12,undefined,undefined,dialogue,Jamie,Greetings.
13,undefined,undefined,dialogue,Jill,"Anyway, let's start."
14,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
15,undefined,undefined,dialogue,Jill,"Ah, the guy that wouldn't come back twice."
16,undefined,undefined,dialogue,Ingram,"Yeah, yeah. shut up."
17,undefined,undefined,dialogue,Ingram,"By any chance, did something fly over here two weeks ago?"
18,undefined,undefined,dialogue,Jill,On Friday?
19,undefined,undefined,dialogue,Ingram,Yes.
20,undefined,undefined,dialogue,Jill,There were lots of weird explosion noises throughout the night.
21,undefined,undefined,dialogue,Jill,"But as far as I understand, those were made by a flying drone or something like that."
22,undefined,undefined,dialogue,Ingram,So it flew by here.
23,undefined,undefined,dialogue,Jill,I take it you know what made the noise?
24,undefined,undefined,dialogue,Ingram,Let's just keep it at whatever drone story you heard.
25,undefined,undefined,dialogue,Jill,Right.
26,undefined,undefined,dialogue,Jill,"The noise got annoying after a while, I must say."
27,undefined,undefined,dialogue,Ingram,So it remained in the vicinity?
28,undefined,undefined,dialogue,Jill,"I don't know what counts as ""in the vicinity"", but yeah."
29,undefined,undefined,dialogue,Jill,Distant explosions all night.
30,undefined,undefined,dialogue,Ingram,Interesting... so it didn't get far away.
31,undefined,undefined,dialogue,Ingram,Hm...
32,undefined,undefined,dialogue,Jill,Um...
33,undefined,undefined,dialogue,Ingram,"Now, get me a Marsblast."
34,undefined,undefined,dialogue,Jill,Here you go.
35,undefined,undefined,dialogue,Ingram,"Well, you didn't mess up."
36,undefined,undefined,dialogue,Jill,Here.
37,undefined,undefined,dialogue,Ingram,I'll let this one pass.
38,undefined,undefined,dialogue,Jill,Here.
39,undefined,undefined,dialogue,Ingram,Here we go again...
40,undefined,undefined,dialogue,Jill,Here.
41,undefined,undefined,dialogue,Ingram,"Bravo, you fucked up."
42,undefined,undefined,dialogue,Ingram,"If you're actually worried about how I'm doing, I'll have you know that I've been taking care of that Mozart bastard."
43,undefined,undefined,dialogue,Ingram,"He enters the house, sleeps on the couch, eats my food, and leaves until the next day."
44,undefined,undefined,dialogue,Ingram,"So, yeah. I now have a fucking hobby."
45,undefined,undefined,dialogue,Jill,I said nothing.
46,undefined,undefined,dialogue,Ingram,You got me a sweet drink.
47,undefined,undefined,dialogue,Jill,Could've been a mistake on my side.
48,undefined,undefined,dialogue,Ingram,...
49,undefined,undefined,dialogue,Jill,You look happier though.
50,undefined,undefined,dialogue,Ingram,Needing to feed a ball of fur that never stays in one place. A cat that doesn't even catch mice.
51,undefined,undefined,dialogue,Ingram,Leaving hair everywhere and scratching the furniture. Yippity fucking yay.
52,undefined,undefined,dialogue,Ingram,I don't think I wanna explore your fucked up definition of happy.
53,undefined,undefined,dialogue,Jill,"Come on, cats are fine. Just the other day my Fore..."
54,undefined,undefined,dialogue,Ingram,"Sorry, not interested in your crazy cat lady stories."
55,undefined,undefined,dialogue,Jill,I'm not a-...
56,undefined,undefined,dialogue,Ingram,"Yes, you are."
57,undefined,undefined,dialogue,Ingram,"The change in the tone of your voice, that glint in your eyes..."
58,undefined,undefined,dialogue,Ingram,"You're a crazy cat lady, through and through. I bet you've deluded yourself into thinking he's your baby or something."
59,undefined,undefined,dialogue,Jill,...
