line,filename,lines,type,character,text
0,script8.txt,585,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Gillian,"Ah, hello Jill."
4,undefined,undefined,dialogue,Gillian,And that cage?
5,undefined,undefined,dialogue,Jill,I... um... brought my cat.
6,undefined,undefined,dialogue,Gillian,Your cat?
7,undefined,undefined,dialogue,Dana,DID I HEAR YASUNORI KATO WAS IN THE BAR?!
8,undefined,undefined,dialogue,Dana,BRING ME THAT BASTARD. I'LL GIVE HIM THE FIST OF JUSTICE! I'LL MAKE HIM EAT THE KANTO EARTHQUAKE! I'LL BORROW HIS CAP!
9,undefined,undefined,dialogue,Dana,Wait... there are no evil Onmyouji here.
10,undefined,undefined,dialogue,Jill,Boss... what the fuck?
11,undefined,undefined,dialogue,Dana,Didn't you say you brought Kato to the bar?
12,undefined,undefined,dialogue,Jill,My cat. CAT!
13,undefined,undefined,dialogue,Dana,"Well, that's even better! Hey Fore!"
14,undefined,undefined,dialogue,Fore,...
15,undefined,undefined,dialogue,Dana,So cute.
16,undefined,undefined,dialogue,Dana,Why did you bring him?
17,undefined,undefined,dialogue,Jill,I heard some apartments in my building were being raided.
18,undefined,undefined,dialogue,Jill,"I don't have anything suspicious, but you never know. So I'd rather have him here, at least today."
19,undefined,undefined,dialogue,Dana,"Ah well, I'd say something about the health regulations, but we already had a pack of Corgis here."
20,undefined,undefined,dialogue,Dana,Do you want me to take care of him in my office? Please?
21,undefined,undefined,dialogue,Jill,"Sure... but he's a bit shy, so..."
22,undefined,undefined,dialogue,Dana,"Alright Fore, let's go to my office."
23,undefined,undefined,dialogue,Jill,And I think she didn't hear me.
24,undefined,undefined,dialogue,Jill,"Say Gil, how do you always come so early?"
25,undefined,undefined,dialogue,Gillian,I live close by.
26,undefined,undefined,dialogue,Jill,Really?
27,undefined,undefined,dialogue,Gillian,"Yup, Chief got me a small apartment nearby. Something about the BTC housing program."
28,undefined,undefined,dialogue,Jill,"Oh yeah, I got mine through that too..."
29,undefined,undefined,dialogue,Jill,"Anyways, let's start."
30,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
31,undefined,undefined,dialogue,Rad Shiba,Yo! Whazzap!
32,undefined,undefined,dialogue,Jill,...
33,undefined,undefined,dialogue,Rad Shiba,"Um... lady, did you hear me?"
34,undefined,undefined,dialogue,Jill,A dog. ANOTHER dog.
35,undefined,undefined,dialogue,Rad Shiba,"Hey! I'm not just another dog, I came here as a part-timer!"
36,undefined,undefined,dialogue,Jill,So you're the part-timer.
37,undefined,undefined,dialogue,Rad Shiba,Yeah!
38,undefined,undefined,dialogue,Jill,...
39,undefined,undefined,dialogue,Jill,Boss! I'm taking my break!
40,undefined,undefined,dialogue,Dana,It's too early!
41,undefined,undefined,dialogue,Jill,Shit.
42,undefined,undefined,dialogue,Jill,*sigh* The part-timer is here!
43,undefined,undefined,dialogue,Dana,"Huh, he came early."
44,undefined,undefined,dialogue,Jill,Why a dog? Why? Why? Why? Why?
45,undefined,undefined,dialogue,Dana,Because look at him! He has a Hawaiian shirt! And sunglasses!
46,undefined,undefined,dialogue,Dana,"And he's a Shiba, not a Corgi. I don't know what you're complaining about."
47,undefined,undefined,dialogue,Jill,(They all look the same to me.)
48,undefined,undefined,dialogue,Dana,"Granted, Shibas could be seen as the Japanese counterpart to Corgis."
49,undefined,undefined,dialogue,Dana,They're both funny-looking and dogs used by the royalty.
50,undefined,undefined,dialogue,Dana,"Anyways. Starting today, this dog will help around here."
51,undefined,undefined,dialogue,Rad Shiba,My name is...
52,undefined,undefined,dialogue,Dana,IT DOESN'T MATTER WHAT YOUR NAME IS.
53,undefined,undefined,dialogue,Jill,"...Boss, please don't shout."
54,undefined,undefined,dialogue,Dana,Sorry.
55,undefined,undefined,dialogue,Dana,Just call him Rad Shiba.
56,undefined,undefined,dialogue,Jill,Why Rad Shiba?
57,undefined,undefined,dialogue,Dana,What part of Hawaiian shirt and sunglasses don't you get? He's the raddest thing here!
58,undefined,undefined,dialogue,Rad Shiba,Thanks!
59,undefined,undefined,dialogue,Dana,"Anyways, he will mostly help getting orders, bringing clients in and cleaning, but he ought to know how things work."
60,undefined,undefined,dialogue,Gillian,Cleaning? That'd be a change of pace.
61,undefined,undefined,dialogue,Dana,He'll act like a client and see how you work.
62,undefined,undefined,dialogue,Jill,Um... right.
63,undefined,undefined,dialogue,Jill,What can I get you?
64,undefined,undefined,dialogue,Rad Shiba,I'll have a Grizzly Temple.
65,undefined,undefined,dialogue,Jill,...
66,undefined,undefined,dialogue,Rad Shiba,Are you okay?
67,undefined,undefined,dialogue,Jill,"Yeah, just a couple of post-traumatic flashbacks."
68,undefined,undefined,dialogue,Jill,Coming right up.
69,undefined,undefined,dialogue,Jill,Here.
70,undefined,undefined,dialogue,Rad Shiba,Wow! This is awful!
71,undefined,undefined,dialogue,Rad Shiba,People actually pay for this shit?
72,undefined,undefined,dialogue,Jill,"Hard to believe, I know."
73,undefined,undefined,dialogue,Jill,Here.
74,undefined,undefined,dialogue,Rad Shiba,"Man, alcohol sucks."
75,undefined,undefined,dialogue,Jill,And yet you looked up a job at a bar.
76,undefined,undefined,dialogue,Jill,Here you are.
77,undefined,undefined,dialogue,Rad Shiba,Alcohol isn't so bad after all!
78,undefined,undefined,dialogue,Jill,(Maybe because that didn't have any.)
79,undefined,undefined,dialogue,Jill,So... what brings a dog like you to taking a part-time job here?
80,undefined,undefined,dialogue,Rad Shiba,I'm here to help the funding of my organization.
81,undefined,undefined,dialogue,Jill,Are you with the Seifar Toy Company?
82,undefined,undefined,dialogue,Rad Shiba,What? No! Don't lump me with those Herding Supremacists.
83,undefined,undefined,dialogue,Rad Shiba,I have a more noble and benign organization. I belong to CIRA.
84,undefined,undefined,dialogue,Jill,CIRA?
85,undefined,undefined,dialogue,Rad Shiba,Canine Independent Rescue Association.
86,undefined,undefined,dialogue,Rad Shiba,We give a place where dogs can be dogs and save them from themselves.
87,undefined,undefined,dialogue,Rad Shiba,"CIRA is what I love, but, damn is it expensive sometimes."
88,undefined,undefined,dialogue,Rad Shiba,We decided to take part-time jobs to help fund anything it needs.
89,undefined,undefined,dialogue,Rad Shiba,We want to help CIRA be the best it can be.
90,undefined,undefined,dialogue,Jill,What do you do at CIRA?
91,undefined,undefined,dialogue,Rad Shiba,"Pay treatment for hurt dogs, give food to the hungry ones, play with the bored ones..."
92,undefined,undefined,dialogue,Rad Shiba,We're there for everyone.
93,undefined,undefined,dialogue,Jill,Huh... that actually sounds nice.
94,undefined,undefined,dialogue,Rad Shiba,"Say, do you have a menu?"
95,undefined,undefined,dialogue,Jill,"Something like that, yeah. Here."
96,undefined,undefined,dialogue,Rad Shiba,"Now, let's see..."
97,undefined,undefined,dialogue,Rad Shiba,Any recommendations?
98,undefined,undefined,dialogue,Jill,"Avoid the part with ""Promo"" drinks."
99,undefined,undefined,dialogue,Rad Shiba,"Oh, the Grizzly Temple is one of those."
100,undefined,undefined,dialogue,Rad Shiba,Fluffy Dream? I like the sound of this one.
101,undefined,undefined,dialogue,Jill,Coming right up.
102,undefined,undefined,dialogue,Jill,Fluffy Dream.
103,undefined,undefined,dialogue,Rad Shiba,"Well, this one's nice."
104,undefined,undefined,dialogue,Jill,Here.
105,undefined,undefined,dialogue,Rad Shiba,Hey! This doesn't look like the glass in the menu.
106,undefined,undefined,dialogue,Jill,Um... dogs see things differently.
107,undefined,undefined,dialogue,Rad Shiba,"Yeah, that must be it."
108,undefined,undefined,dialogue,Jill,"So, why did you pick a bar?"
109,undefined,undefined,dialogue,Rad Shiba,It seemed fun.
110,undefined,undefined,dialogue,Rad Shiba,I didn't need that many weird skills to be part of this so it was my best bet.
111,undefined,undefined,dialogue,Rad Shiba,"Besides, it's close to home, so I can get here by walking."
112,undefined,undefined,dialogue,Rad Shiba,And I do love me some walks. I could walk all day!
113,undefined,undefined,dialogue,Jill,Weird skills?
114,undefined,undefined,dialogue,Rad Shiba,"Yeah, stuff like ""food handler's certificate"", ""previous work experience"", or ""thumbs""."
115,undefined,undefined,dialogue,Jill,...
116,undefined,undefined,dialogue,Rad Shiba,Why did you pick a bar?
117,undefined,undefined,dialogue,Jill,"Um... On a whim too, I guess."
118,undefined,undefined,dialogue,Jill,I wanted a place where I could see people come and go all the time.
119,undefined,undefined,dialogue,Jill,And bartending sounded a bit more glamorous than just being a store clerk.
120,undefined,undefined,dialogue,Rad Shiba,Oh yeah. About the way you mix stuff.
121,undefined,undefined,dialogue,Jill,Yeah?
122,undefined,undefined,dialogue,Rad Shiba,Is it-... hey...
123,undefined,undefined,dialogue,Rad Shiba,It's a cat! A cat!
124,undefined,undefined,dialogue,Jill,"Hey Fore, weren't you in Boss' office?"
125,undefined,undefined,dialogue,Rad Shiba,Hello cat! Wanna play? Let's play!
126,undefined,undefined,dialogue,Fore,...
127,undefined,undefined,dialogue,Jill,Didn't dogs hate cats or something?
128,undefined,undefined,dialogue,Rad Shiba,We don't hate them - unless they're intruders.
129,undefined,undefined,dialogue,Jill,Huh...
130,undefined,undefined,dialogue,Rad Shiba,You said his name was Fore? Hello Fore! Let's play!
131,undefined,undefined,dialogue,Fore,...
132,undefined,undefined,dialogue,Jill,"No playing allowed, you'll make a mess. Fore, go back to Boss' office."
133,undefined,undefined,dialogue,Fore,Meow.
134,undefined,undefined,dialogue,Rad Shiba,That's one obedient cat.
135,undefined,undefined,dialogue,Jill,My pride.
136,undefined,undefined,dialogue,Jill,You want something else?
137,undefined,undefined,dialogue,Rad Shiba,"Yeah, but I'll talk with John-face here for a bit."
138,undefined,undefined,dialogue,Gillian,Eh?
139,undefined,undefined,dialogue,Jill,Alright.
140,undefined,undefined,dialogue,Jill,"*sigh* (I shouldn't get riled up so easily by dogs, but... I'm just tired, I guess.)"
141,undefined,undefined,dialogue,Sei,Hello Jill!
142,undefined,undefined,dialogue,Jill,Eh?! T-That voice...
143,undefined,undefined,dialogue,Jill,Se-... eh?
144,undefined,undefined,dialogue,Jill,W-What happened to you?!
145,undefined,undefined,dialogue,Sei,Nice seeing you too!
146,undefined,undefined,dialogue,Sei,"Well, I fell from a really tall place to a really rough spot."
147,undefined,undefined,dialogue,Jill,Are you okay? Do you need an ambulance or something?
148,undefined,undefined,dialogue,Sei,"I just got out of one, don't worry."
149,undefined,undefined,dialogue,Jill,How did you manage to slip by the mobs lynching White Knights?
150,undefined,undefined,dialogue,Sei,It was a bit rough. Luckily these bandages helped me conceal my identity! Heheh...
