line,filename,lines,type,character,text
0,script7.txt,720,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'even-... Gil?
3,undefined,undefined,dialogue,Gillian,"Oh, hey guys!"
4,undefined,undefined,dialogue,Dana,How the hell did you get in?
5,undefined,undefined,dialogue,Gillian,"I have a copy of the key, remembe-..."
6,undefined,undefined,dialogue,Gillian,"Wait, that's how you greet me after so many days?!"
7,undefined,undefined,dialogue,Dana,I never doubted you'd be fine.
8,undefined,undefined,dialogue,Dana,"If anything, I'd have to cut your paycheck for leaving for so many days without notice."
9,undefined,undefined,dialogue,Gillian,...
10,undefined,undefined,dialogue,Dana,"See, Jill? ""He'll be here on Monday like nothing ever happened."""
11,undefined,undefined,dialogue,Jill,"Wait, why does he have a copy of the key and I don't?"
12,undefined,undefined,dialogue,Dana,The need for you having a key never arose.
13,undefined,undefined,dialogue,Jill,True...
14,undefined,undefined,dialogue,Dana,Anyway. Glad you're fine Gil.
15,undefined,undefined,dialogue,Gillian,Thanks. I guess...
16,undefined,undefined,dialogue,Jill,...
17,undefined,undefined,dialogue,Gillian,What? Are you gonna make me wash the bathrooms again?
18,undefined,undefined,dialogue,Jill,Not today.
19,undefined,undefined,dialogue,Jill,"Listen, I don't know who the hell you really are or what's trying to come back to bite you in the ass."
20,undefined,undefined,dialogue,Jill,But remember there are people that actually care about you. Don't just leave like you did.
21,undefined,undefined,dialogue,Jill,Especially after all hell broke loose. At least give us a sign that you're still alive.
22,undefined,undefined,dialogue,Gillian,So you were worried?
23,undefined,undefined,dialogue,Jill,Isn't that normal?
24,undefined,undefined,dialogue,Gillian,"When it comes to you, I don't know."
25,undefined,undefined,dialogue,Jill,Shut up.
26,undefined,undefined,dialogue,Dana,"She's right, though. You shouldn't make ladies worry so much."
27,undefined,undefined,dialogue,Dana,"Check if the cats didn't move the internet antenna, would you?"
28,undefined,undefined,dialogue,Gillian,"Fine, fine..."
29,undefined,undefined,dialogue,Jill,"Hey Boss, why did you leave the hoodie at my place?"
30,undefined,undefined,dialogue,Dana,Because it's yours?
31,undefined,undefined,dialogue,Jill,But I told you you could keep it.
32,undefined,undefined,dialogue,Dana,"Sorry, I... couldn't find it in myself to take it."
33,undefined,undefined,dialogue,Jill,Why?
34,undefined,undefined,dialogue,Dana,Partly because I didn't feel right taking it.
35,undefined,undefined,dialogue,Dana,But mostly because I thought you'd totally look cute with it.
36,undefined,undefined,dialogue,Jill,I-I see...
37,undefined,undefined,dialogue,Dana,"Don't think I'm rejecting a gift of yours, it's just..."
38,undefined,undefined,dialogue,Dana,Preserving cuteness is one of my principles.
39,undefined,undefined,dialogue,Jill,R-Right...
40,undefined,undefined,dialogue,Jill,"Um... Boss, about last night..."
41,undefined,undefined,dialogue,Jill,I think I said one too many things and... uh...
42,undefined,undefined,dialogue,Dana,So what? Drunk banter is something you see every day. It's not like I'm gonna think less of you because of it.
43,undefined,undefined,dialogue,Jill,...
44,undefined,undefined,dialogue,Dana,"Relax, if anything I feel closer to you after seeing you so wasted."
45,undefined,undefined,dialogue,Jill,Oh...
46,undefined,undefined,dialogue,Dana,"So yeah, don't give it much thought."
47,undefined,undefined,dialogue,Dana,*snicker* Stupid meat rods.
48,undefined,undefined,dialogue,Jill,...
49,undefined,undefined,dialogue,Gillian,Antenna's fine. Did I miss anything?
50,undefined,undefined,dialogue,Jill,"Nothing, let's go."
51,undefined,undefined,dialogue,Gillian,Are you okay? Your face is red.
52,undefined,undefined,dialogue,Jill,I'M FINE.
53,undefined,undefined,dialogue,Dana,Are you still worried about the whole bar closure thing?
54,undefined,undefined,dialogue,Jill,Of course I am.
55,undefined,undefined,dialogue,Jill,"Not like I can't work because of it, but you know..."
56,undefined,undefined,dialogue,Dana,All we can do is enjoy whatever time we have left here as best we can.
57,undefined,undefined,dialogue,Jill,Yeah...
58,undefined,undefined,dialogue,Dana,"So, cheer up! Clients smell sadness and fear, and we don't want that."
59,undefined,undefined,dialogue,Dana,I'll go to my office.
60,undefined,undefined,dialogue,Jill,Okay.
61,undefined,undefined,dialogue,Gillian,Antenna's fine. Did I miss anything?
62,undefined,undefined,dialogue,Jill,"Not really, no."
63,undefined,undefined,dialogue,Jill,"Anyways, let's start the day."
64,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
65,undefined,undefined,dialogue,Jill,"Oh yeah, Gil?"
66,undefined,undefined,dialogue,Gillian,Hm?
67,undefined,undefined,dialogue,Jill,Glad to see you're fine. I mean it.
68,undefined,undefined,dialogue,Gillian,Thanks.
69,undefined,undefined,dialogue,Brian,"Excuse me, I'm looking for Dana Zane."
70,undefined,undefined,dialogue,Jill,May I have your name?
71,undefined,undefined,dialogue,Brian,Tell her it's Brian.
72,undefined,undefined,dialogue,Jill,Just a sec.
73,undefined,undefined,dialogue,Jill,BOSS!! SOME BRIAN GUY IS LOOKING FOR YOU!!
74,undefined,undefined,dialogue,Dana,TELL HIM I'LL BE THERE IN A BIT!!
75,undefined,undefined,dialogue,Jill,She'll... um... you heard her.
76,undefined,undefined,dialogue,Brian,It's alright. I'll wait.
77,undefined,undefined,dialogue,Jill,It's weird for someone to come asking for her though.
78,undefined,undefined,dialogue,Brian,It's not so weird when you're BTC's Regional Manager in these parts.
79,undefined,undefined,dialogue,Jill,"Yeah, I guess that's..."
80,undefined,undefined,dialogue,Jill,...
81,undefined,undefined,dialogue,Jill,...um.
82,undefined,undefined,dialogue,Jill,I guess I didn't give you the best first impression.
83,undefined,undefined,dialogue,Brian,"Haha! Don't worry, I know who I'm dealing with."
84,undefined,undefined,dialogue,Brian,I'm not a fan of people treating me too nicely because of my position anyways.
85,undefined,undefined,dialogue,Brian,Handle me like I'm just another client.
86,undefined,undefined,dialogue,Jill,A-Alright. I can do that.
87,undefined,undefined,dialogue,Jill,"What can I get you, Mr. Brian?"
88,undefined,undefined,dialogue,Brian,"Let's go with the basics. A Sugar Rush, please."
89,undefined,undefined,dialogue,Jill,Coming right up.
90,undefined,undefined,dialogue,Jill,Here.
91,undefined,undefined,dialogue,Brian,"Yeah, this one's nice."
92,undefined,undefined,dialogue,Jill,"Back in training, they made a big deal out of Sugar Rushes. Why?"
93,undefined,undefined,dialogue,Brian,They're like the Fried Eggs of mixing drinks.
94,undefined,undefined,dialogue,Brian,"They're the most basic thing, but people can still mess them up."
95,undefined,undefined,dialogue,Brian,Sugar Rushes are simple enough that you only need to follow instructions.
96,undefined,undefined,dialogue,Brian,"If you can't even do that, your future as a bartender is not bright."
97,undefined,undefined,dialogue,Jill,Huh... they never told me that.
98,undefined,undefined,dialogue,Jill,Here.
99,undefined,undefined,dialogue,Brian,Hm...
100,undefined,undefined,dialogue,Brian,We've received reports of some CaliCOMPs suffering a bug where the names of the orders don't match up with the recipe.
101,undefined,undefined,dialogue,Brian,Are you getting that too by any chance?
102,undefined,undefined,dialogue,Jill,I think...?
103,undefined,undefined,dialogue,Brian,"You're Jill, right?"
104,undefined,undefined,dialogue,Jill,"Yup, that's me."
105,undefined,undefined,dialogue,Brian,Dana has talked quite a bit about you.
106,undefined,undefined,dialogue,Jill,Really?
107,undefined,undefined,dialogue,Brian,"And I guess you must have a few questions for me, am I right?"
108,undefined,undefined,dialogue,Jill,...
109,undefined,undefined,dialogue,Brian,Mostly concerning the closure warning Valhalla got.
110,undefined,undefined,dialogue,Jill,Can you disclose any information?
111,undefined,undefined,dialogue,Brian,"I shouldn't, but you have the right to know."
112,undefined,undefined,dialogue,Jill,Thanks.
113,undefined,undefined,dialogue,Brian,Don't mention it. Now where to start...
114,undefined,undefined,dialogue,Brian,"You saw the news on the information leaked during the Apollo Trust Bank incident, right?"
115,undefined,undefined,dialogue,Jill,About the White Knights having lots of members from criminal organizations in their ranks?
116,undefined,undefined,dialogue,Brian,Turns out the White Knights weren't the only ones with shady people.
117,undefined,undefined,dialogue,Brian,Some of those same folks have been trying to elude legal problems using BTC-certified bars.
118,undefined,undefined,dialogue,Brian,"The BTC bars have their own protocols, meaning the White Knights can't dig too deeply..."
119,undefined,undefined,dialogue,Brian,"...at least, not without going through a ton of paperwork first, giving the criminals time to cover their tracks."
120,undefined,undefined,dialogue,Brian,"Although it takes a bit of time to set up, it has apparently proven an effective method for money laundering."
121,undefined,undefined,dialogue,Jill,Where does Valhalla come in?
122,undefined,undefined,dialogue,Brian,"""Young"" bars are the ones under the radar right now, and the modest-to-low income ones are the primary suspects."
123,undefined,undefined,dialogue,Brian,It's not just Valhalla. Any small bar with small income is being investigated heavily right now.
124,undefined,undefined,dialogue,Jill,So the closure notice is due to low sales...
125,undefined,undefined,dialogue,Brian,"Among the reasons a bar can get axed, low sales is the rarest one."
126,undefined,undefined,dialogue,Brian,"If low sales were a problem, lots of bars would close every year."
127,undefined,undefined,dialogue,Jill,...
128,undefined,undefined,dialogue,Jill,"""You'll find out soon enough"" huh..."
129,undefined,undefined,dialogue,Brian,Sorry?
130,undefined,undefined,dialogue,Jill,"Oh, nothing. Don't mind me."
131,undefined,undefined,dialogue,Jill,"Seems your guess was spot-on, Gil."
132,undefined,undefined,dialogue,Gillian,Hm?
133,undefined,undefined,dialogue,Brian,"If it helps, I'm doing my best to appeal in your place."
134,undefined,undefined,dialogue,Jill,Really? Why?
135,undefined,undefined,dialogue,Brian,Most of Glitch City's bars are a pain in the ass. They constantly give reports of chemical damage or shady drinks.
136,undefined,undefined,dialogue,Brian,This is one of the few places from which I almost never receive complaints.
137,undefined,undefined,dialogue,Brian,The closest thing to a recent complaint was that whole Farmer Fabrics affair from a little while ago.
138,undefined,undefined,dialogue,Jill,So much saliva...
139,undefined,undefined,dialogue,Brian,I wouldn't get my hopes up though.
140,undefined,undefined,dialogue,Brian,Especially since the BTC will try to save face by axing as many suspects as possible.
141,undefined,undefined,dialogue,Jill,Knowing you're making an effort is enough. Thanks.
142,undefined,undefined,dialogue,Jill,Can I get you anything else?
143,undefined,undefined,dialogue,Brian,"Now that I remember, the recipe book has a drink created here, right?"
144,undefined,undefined,dialogue,Jill,"Oh yeah, the Suplex."
145,undefined,undefined,dialogue,Brian,"Get me one of those, please."
146,undefined,undefined,dialogue,Jill,Sure.
147,undefined,undefined,dialogue,Jill,Here.
148,undefined,undefined,dialogue,Brian,The registry form said this was an accident while making a Piledriver.
149,undefined,undefined,dialogue,Jill,You can ask the creator of the drink just over there.
150,undefined,undefined,dialogue,Brian,"Ah, so you're Robert?"
151,undefined,undefined,dialogue,Gillian,"Yes! That's my name. I'm Robert, the one and only."
152,undefined,undefined,dialogue,Jill,...
153,undefined,undefined,dialogue,Brian,"Jill called you ""Gil"" though."
154,undefined,undefined,dialogue,Jill,Uh... it's Argentinian slang.
155,undefined,undefined,dialogue,Jill,"R-Robert here is from Argentina, so we call him Gil."
156,undefined,undefined,dialogue,Brian,Huh... I see.
157,undefined,undefined,dialogue,Jill,...
158,undefined,undefined,dialogue,Gillian,...
159,undefined,undefined,dialogue,Jill,Here.
160,undefined,undefined,dialogue,Brian,"No, I think you got it wrong. The Suplex is a variation of a Piledriver."
161,undefined,undefined,dialogue,Brian,This is just a Piledriver.
162,undefined,undefined,dialogue,Jill,"You're right, sorry."
