line,filename,lines,type,character,text
0,script13.txt,782,META,undefined,undefined
2,undefined,undefined,dialogue,Dana,"Alright then, rules are simple. If you get picked, you pick either Truth or Dare."
3,undefined,undefined,dialogue,Dana,"After you finish, you get to pick somebody else."
4,undefined,undefined,dialogue,Dana,We go like that until food's done.
5,undefined,undefined,dialogue,Alma,What about punishment games?
6,undefined,undefined,dialogue,Dana,Those are a hassle. Just issue new questions or challenges until the other person complies.
7,undefined,undefined,dialogue,Dana,That said... Jill!
8,undefined,undefined,dialogue,Jill,YES?!
9,undefined,undefined,dialogue,Dana,You start. Pick someone.
10,undefined,undefined,dialogue,Jill,Oh... um...
11,undefined,undefined,dialogue,Jill,Let's see...
12,undefined,undefined,dialogue,Jill,Okay. Boss...
13,undefined,undefined,dialogue,Dana,I pick Dare.
14,undefined,undefined,dialogue,Jill,Dare? Uh...
15,undefined,undefined,dialogue,Jill,Suplex Gil.
16,undefined,undefined,dialogue,Gillian,Suplex who?
17,undefined,undefined,dialogue,Dana,SUCKAAAAAAAAAAAAAH!
18,undefined,undefined,dialogue,Gillian,AGH!
19,undefined,undefined,dialogue,Dana,Alright! Gillian Kneute! Get up!
20,undefined,undefined,dialogue,Gillian,Ouch... Who?
21,undefined,undefined,dialogue,Dana,Truth or Dare?
22,undefined,undefined,dialogue,Gillian,Hm... Dare?
23,undefined,undefined,dialogue,Dana,I dare you to lift Jamie with one hand!
24,undefined,undefined,dialogue,Gillian,...you just wanted to ask me something right? Okay then. Truth.
25,undefined,undefined,dialogue,Dana,Did you or did you not have a brief stint as bodyguard to a certain Madame Laverne six years ago?
26,undefined,undefined,dialogue,Gillian,Huh? Six years ago?
27,undefined,undefined,dialogue,Gillian,I don't think so. I don't even know any Madame Laverne.
28,undefined,undefined,dialogue,Dana,"Alright, that's one possibility off the list."
29,undefined,undefined,dialogue,Gillian,...
30,undefined,undefined,dialogue,Gillian,Alright then... um...
31,undefined,undefined,dialogue,Dorothy,Me! Pick me!
32,undefined,undefined,dialogue,Gillian,"You, the dog."
33,undefined,undefined,dialogue,Dorothy,Come on!
34,undefined,undefined,dialogue,Rad Shiba,Dare! I dare you!
35,undefined,undefined,dialogue,Gillian,"No, I'm the one that dares you."
36,undefined,undefined,dialogue,Rad Shiba,Bring it on!
37,undefined,undefined,dialogue,Gillian,Um... roll.
38,undefined,undefined,dialogue,Rad Shiba,Sir! Yes sir!
39,undefined,undefined,dialogue,Gillian,You're not rolling.
40,undefined,undefined,dialogue,Rad Shiba,Sir! Yes sir!
41,undefined,undefined,dialogue,Gillian,"...whatever, you did it."
42,undefined,undefined,dialogue,Rad Shiba,Woohoo!
43,undefined,undefined,dialogue,Rad Shiba,"Alright, J! Truth or Dare?"
44,undefined,undefined,dialogue,Jill,...truth.
45,undefined,undefined,dialogue,Rad Shiba,Are those things on your head your ears?
46,undefined,undefined,dialogue,Jill,My... eh?
47,undefined,undefined,dialogue,Alma,Your twintails.
48,undefined,undefined,dialogue,Jill,"Ah. No, they're not."
49,undefined,undefined,dialogue,Rad Shiba,"Oh, I see."
50,undefined,undefined,dialogue,Jill,...
51,undefined,undefined,dialogue,Jill,"Well then, Dorothy."
52,undefined,undefined,dialogue,Dorothy,Yes!
53,undefined,undefined,dialogue,Jill,Truth or Dare?
54,undefined,undefined,dialogue,Dorothy,Let's go with... Truth!
55,undefined,undefined,dialogue,Jill,Is there anything you have rejected from clients?
56,undefined,undefined,dialogue,Dorothy,Those who want to roleplay with mutilation.
57,undefined,undefined,dialogue,Jill,Huh...
58,undefined,undefined,dialogue,Dorothy,"I mean sure, I can take off my limbs with no problem. I have to do that for maintenance every now and again."
59,undefined,undefined,dialogue,Dorothy,"But I'm not okay with doing it for clients. Because first: that leaves me defenseless, which I cannot allow by any means."
60,undefined,undefined,dialogue,Dorothy,"And second: Half of the time, the roleplay involves a violent scenario."
61,undefined,undefined,dialogue,Dorothy,"And there are some behaviours I won't reinforce, namely non-consensual violence of any kind."
62,undefined,undefined,dialogue,Jill,Interesting.
63,undefined,undefined,dialogue,Dorothy,Alright then. My turn.
64,undefined,undefined,dialogue,Dorothy,You! Sweater pups!
65,undefined,undefined,dialogue,Alma,Me?
66,undefined,undefined,dialogue,Dorothy,Truth or Dare?
67,undefined,undefined,dialogue,Alma,Um... Dare?
68,undefined,undefined,dialogue,Jill,"Man, you're brave... or stupid."
69,undefined,undefined,dialogue,Dorothy,"Okay, I want you to say in the most sultry voice you can muster: ""admin override""."
70,undefined,undefined,dialogue,Alma,Okay...?
71,undefined,undefined,dialogue,Alma,*ahem*
72,undefined,undefined,dialogue,Alma,Admin... Override.
73,undefined,undefined,dialogue,Jill,...
74,undefined,undefined,dialogue,Alma,Happy?
75,undefined,undefined,dialogue,Dorothy,"Yes, very."
76,undefined,undefined,dialogue,Dana,Seems you caused some collateral damage here.
77,undefined,undefined,dialogue,Alma,Hm?
78,undefined,undefined,dialogue,Gillian,I-I don't know what you're talking about.
79,undefined,undefined,dialogue,Jill,Don't mind me.
80,undefined,undefined,dialogue,Alma,Seriously guys?
81,undefined,undefined,dialogue,Alma,"Well, let's see..."
82,undefined,undefined,dialogue,Alma,"You, the dog."
83,undefined,undefined,dialogue,Rad Shiba,My name is...
84,undefined,undefined,dialogue,Alma,"Yeah, whatever. I want you to bark."
85,undefined,undefined,dialogue,Rad Shiba,I haven't picked dare.
86,undefined,undefined,dialogue,Alma,I said: Bark.
87,undefined,undefined,dialogue,Rad Shiba,Bark!
88,undefined,undefined,dialogue,Alma,I asked you to do it. Not to say it.
89,undefined,undefined,dialogue,Rad Shiba,Bark! Barking!
90,undefined,undefined,dialogue,Rad Shiba,"Hey! If I bark, then I'm the king of the bar! 'cause I'm barking!"
91,undefined,undefined,dialogue,Jill,*pffft*
92,undefined,undefined,dialogue,Alma,"Seriously, Jill?"
93,undefined,undefined,dialogue,Jill,"Yeah, yeah. I have a lame sense of humor. Whatever."
94,undefined,undefined,dialogue,Rad Shiba,"Alright, my turn!"
95,undefined,undefined,dialogue,Rad Shiba,Hey J! Truth or Dare?
96,undefined,undefined,dialogue,Jill,Um... Dare.
97,undefined,undefined,dialogue,Rad Shiba,Then... pet me!
98,undefined,undefined,dialogue,Jill,I'll pick Truth.
99,undefined,undefined,dialogue,Rad Shiba,Okay... why are your nails so thin?
100,undefined,undefined,dialogue,Jill,My... eh?
101,undefined,undefined,dialogue,Rad Shiba,Your nails! You won't be able to dig with such flimsy nails!
102,undefined,undefined,dialogue,Jill,Um... all humans have nails like these.
103,undefined,undefined,dialogue,Rad Shiba,"Wait, they do?"
104,undefined,undefined,dialogue,Rad Shiba,How do you dig?
105,undefined,undefined,dialogue,Jill,With shovels.
106,undefined,undefined,dialogue,Rad Shiba,You guys are weird.
107,undefined,undefined,dialogue,Dana,Why are you so reluctant to pet him?
108,undefined,undefined,dialogue,Jill,Call it a gut feeling.
109,undefined,undefined,dialogue,Jill,"Okay then, dog."
110,undefined,undefined,dialogue,Rad Shiba,Yes!
111,undefined,undefined,dialogue,Jill,I dare you to go out and stay there.
112,undefined,undefined,dialogue,Rad Shiba,That's easy!
113,undefined,undefined,dialogue,Jill,...
114,undefined,undefined,dialogue,Jill,And that's one problem less.
115,undefined,undefined,dialogue,Dana,...
116,undefined,undefined,dialogue,Dana,"Well, why don't you continue in the dog's place, Dorothy."
117,undefined,undefined,dialogue,Dorothy,Alright!
118,undefined,undefined,dialogue,Dorothy,"I dare you, Dana, to pick up honey and carry her like a bride!"
119,undefined,undefined,dialogue,Dana,Alright.
120,undefined,undefined,dialogue,Jill,"Wait, what?!"
121,undefined,undefined,dialogue,Dana,"Come, Jill. Get up."
122,undefined,undefined,dialogue,Jill,...!
123,undefined,undefined,dialogue,Jill,...
124,undefined,undefined,dialogue,Dorothy,(You're welcome.)
125,undefined,undefined,dialogue,Jill,"Oh, shut up."
126,undefined,undefined,dialogue,Dana,"Okay then, Jill."
127,undefined,undefined,dialogue,Jill,Yes?!
128,undefined,undefined,dialogue,Dana,Truth or Dare?
129,undefined,undefined,dialogue,Jill,Um... dare?
130,undefined,undefined,dialogue,Dana,I want you to say...
131,undefined,undefined,dialogue,Jill,...yes?
132,undefined,undefined,dialogue,Dana,"""How can a clam cram in a clean cream can?"""
133,undefined,undefined,dialogue,Jill,...eh?
134,undefined,undefined,dialogue,Dana,It's a tongue twister. Say it.
135,undefined,undefined,dialogue,Jill,...
136,undefined,undefined,dialogue,Jill,"""How can a clam cram in a clean cream can?"""
137,undefined,undefined,dialogue,Dana,Faster!
138,undefined,undefined,dialogue,Jill,"""How can a clam cram in a clean cream can?"" ""How can a clam cram in a clean cream can?"""
139,undefined,undefined,dialogue,Dana,You make it seem so easy...
140,undefined,undefined,dialogue,Alma,"""How can a clam clam-..."" Damn."
141,undefined,undefined,dialogue,Gillian,"""How can a clam cram in a crean-..."" Agh!"
142,undefined,undefined,dialogue,Dorothy,"""How can a cram-..."" Oops."
143,undefined,undefined,dialogue,Jill,"(Wait, Lilim get confused by tongue twisters?)"
144,undefined,undefined,dialogue,Jill,Um... Boss.
145,undefined,undefined,dialogue,Dana,Yes?
146,undefined,undefined,dialogue,Jill,You can drop me now.
147,undefined,undefined,dialogue,Dana,"Oh, right."
148,undefined,undefined,dialogue,Jill,Hm... Alma.
149,undefined,undefined,dialogue,Alma,Let's go with Truth.
150,undefined,undefined,dialogue,Jill,What's the most uncomfortable thing that has happened to those arms of yours?
151,undefined,undefined,dialogue,Alma,Uncomfortable...
152,undefined,undefined,dialogue,Alma,They get stuck a lot on clothes and fibers. Sometimes the joints get jammed with cloth.
153,undefined,undefined,dialogue,Jill,"Just how much of those arms are mechanical, anyway?"
154,undefined,undefined,dialogue,Alma,Less than you think. The only things I truly lost were my hands.
155,undefined,undefined,dialogue,Alma,"The arm muscles are still mine, albeit with some enhancements."
156,undefined,undefined,dialogue,Alma,And my skin doesn't grow on them. They're covered by the plates.
157,undefined,undefined,dialogue,Alma,"It's more an enhancement than a replacement, really."
158,undefined,undefined,dialogue,Jill,Huh.
159,undefined,undefined,dialogue,Alma,Well then...
160,undefined,undefined,dialogue,Alma,Hey Boss!
161,undefined,undefined,dialogue,Dana,Me?
162,undefined,undefined,dialogue,Alma,Truth or Dare?
163,undefined,undefined,dialogue,Dana,Dare me. I dare you.
164,undefined,undefined,dialogue,Alma,Hm... Use an Argentine Backbreaker on Nick.
165,undefined,undefined,dialogue,Dana,Surely.
166,undefined,undefined,dialogue,Dana,NIIIIIIIIIIIIIIIIIIICK!!!
167,undefined,undefined,dialogue,Gillian,whoAAAAAAAGH!!
168,undefined,undefined,dialogue,Gillian,I give! I give!
169,undefined,undefined,dialogue,Dana,Only after you answer this.
170,undefined,undefined,dialogue,Gillian,What?!
171,undefined,undefined,dialogue,Dana,Does the name Joseph Valentine ring any bells?
172,undefined,undefined,dialogue,Gillian,"I know of a Joseph Shine, but not Valentine."
173,undefined,undefined,dialogue,Dana,Joseph Shine... alright then...
174,undefined,undefined,dialogue,Gillian,"...I guess it's my turn, um..."
175,undefined,undefined,dialogue,Gillian,"Hey, Chief. Can you drop me?"
176,undefined,undefined,dialogue,Dana,"Oh, right."
177,undefined,undefined,dialogue,Gillian,...
178,undefined,undefined,dialogue,Gillian,"Hey, Jill. Truth or Dare?"
179,undefined,undefined,dialogue,Jill,I'll pick Dare.
180,undefined,undefined,dialogue,Gillian,Pet the dog.
181,undefined,undefined,dialogue,Jill,"Yeah, whatever."
182,undefined,undefined,dialogue,Jill,"C'mere, mutt."
183,undefined,undefined,dialogue,Rad Shiba,Yes! Come on! Pet me harder! Is that all you've got?!
184,undefined,undefined,dialogue,Jill,"Ah, fuck you."
185,undefined,undefined,dialogue,Jill,"Okay then, Gil. What do you pick?"
