line,filename,lines,type,character,text
0,script12.txt,699,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Dana,"Ah. Hey, Jill."
4,undefined,undefined,dialogue,Dana,How are you feeling?
5,undefined,undefined,dialogue,Jill,I won't say good but...
6,undefined,undefined,dialogue,Jill,"Not that bad, I guess."
7,undefined,undefined,dialogue,Dana,That's nice to hear.
8,undefined,undefined,dialogue,Jill,Where's Gil? Did he run away again?
9,undefined,undefined,dialogue,Dana,"Nah, I have him on errand duty, buying the drinks for tomorrow."
10,undefined,undefined,dialogue,Jill,"That sounds... weird, coming from the owner of a bar."
11,undefined,undefined,dialogue,Dana,Every drink from here would come out of our own funds.
12,undefined,undefined,dialogue,Dana,"So if we're gonna spend money, we might as well get more variety."
13,undefined,undefined,dialogue,Dana,"Besides, those kind of walks are always good for Gil."
14,undefined,undefined,dialogue,Jill,You're the boss.
15,undefined,undefined,dialogue,Jill,Who's coming so far?
16,undefined,undefined,dialogue,Dana,"Well, there's the three of us, the dogs, you invited titty hacker, Gil invited Jamie..."
17,undefined,undefined,dialogue,Dana,"Oh yeah, I also invited Dorothy when I called her to spend the night with you."
18,undefined,undefined,dialogue,Jill,Sounds good so far.
19,undefined,undefined,dialogue,Dana,Invite anyone else you feel like inviting. The more the merrier.
20,undefined,undefined,dialogue,Jill,"I could, but I bet everyone's made plans by this point."
21,undefined,undefined,dialogue,Dana,That's true.
22,undefined,undefined,dialogue,Dana,"I'll be in my office, call me should anything arise."
23,undefined,undefined,dialogue,Jill,Alright.
24,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
25,undefined,undefined,dialogue,Vella,Wait here. I'll check inside.
26,undefined,undefined,dialogue,Jill,Welcome to Valhalla.
27,undefined,undefined,dialogue,Vella,"Oh, a BTC bar."
28,undefined,undefined,dialogue,Vella,Excuse me. Do you know where the Athena Convention Center is?
29,undefined,undefined,dialogue,Jill,Why does that place make people get lost so easily?
30,undefined,undefined,dialogue,Jill,They should have called it the Minotaur Center.
31,undefined,undefined,dialogue,Vella,...
32,undefined,undefined,dialogue,Jill,...
33,undefined,undefined,dialogue,Jill,"Hold on, let me scribble the directions on paper."
34,undefined,undefined,dialogue,Vella,Thanks.
35,undefined,undefined,dialogue,Jill,...go to the right... when you see a building filled with hobos...
36,undefined,undefined,dialogue,Jill,This should be it.
37,undefined,undefined,dialogue,Vella,Thanks a lot.
38,undefined,undefined,dialogue,Jill,Anything else I can help you with?
39,undefined,undefined,dialogue,Vella,"Hm... eh, what the hell. I'll have a drink."
40,undefined,undefined,dialogue,Vella,What about you?
41,undefined,undefined,dialogue,Essentia,...
42,undefined,undefined,dialogue,Jill,Um...
43,undefined,undefined,dialogue,Vella,"A Brandtini, please."
44,undefined,undefined,dialogue,Jill,Right.
45,undefined,undefined,dialogue,Jill,Here you are.
46,undefined,undefined,dialogue,Vella,Thanks.
47,undefined,undefined,dialogue,Jill,Here.
48,undefined,undefined,dialogue,Vella,Something's not right here...
49,undefined,undefined,dialogue,Jill,"That's an interesting outfit in this cold season, Miss..."
50,undefined,undefined,dialogue,Vella,"Well, I'm actually cosplaying so... call me Vella for the time being."
51,undefined,undefined,dialogue,Jill,And your Lilim friend is...?
52,undefined,undefined,dialogue,Essentia,...Essentia.
53,undefined,undefined,dialogue,Jill,I get it. You're cosplaying too?
54,undefined,undefined,dialogue,Essentia,...
55,undefined,undefined,dialogue,Essentia,"Sure, let's go with that."
56,undefined,undefined,dialogue,Vella,"Have you heard of a game called YIIK, bartender?"
57,undefined,undefined,dialogue,Jill,That cult classic game that has seen like three remastered versions made by six different companies this year?
58,undefined,undefined,dialogue,Vella,That one. We're in a cosplay group dedicated to it and we got lost on the way.
59,undefined,undefined,dialogue,Jill,I heard you talking to someone outside.
60,undefined,undefined,dialogue,Vella,"Oh, yeah. A friend is cosplaying as Alex. I told him to wait outside."
61,undefined,undefined,dialogue,Jill,Shouldn't he enter?
62,undefined,undefined,dialogue,Vella,He'll be fine.
63,undefined,undefined,dialogue,Essentia,...
64,undefined,undefined,dialogue,Jill,S-Something amiss?
65,undefined,undefined,dialogue,Essentia,...there's a girl behind you.
66,undefined,undefined,dialogue,Essentia,"...short hair, black sailor uniform, missing an arm."
67,undefined,undefined,dialogue,Essentia,...wearing jeans under a skirt.
68,undefined,undefined,dialogue,Jill,...
69,undefined,undefined,dialogue,Vella,"Now, now. Don't spook the bartender."
70,undefined,undefined,dialogue,Essentia,Spook?
71,undefined,undefined,dialogue,Jill,*ahem*
72,undefined,undefined,dialogue,Jill,Anything else?
73,undefined,undefined,dialogue,Vella,I'll get a Fluffy Dream and be on my way.
74,undefined,undefined,dialogue,Jill,And you?
75,undefined,undefined,dialogue,Essentia,...I'm fine.
76,undefined,undefined,dialogue,Jill,...
77,undefined,undefined,dialogue,Jill,Here.
