line,filename,lines,type,character,text
0,script5.txt,848,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening...
3,undefined,undefined,dialogue,Dana,Huh? I didn't expect you today. I was waiting for you to call and say you wouldn't be coming or something.
4,undefined,undefined,dialogue,Jill,"Things at the Apollo Bank are getting ugly, so that means more people will be looking for a drink."
5,undefined,undefined,dialogue,Dana,"*sigh* You can take a break, you know? You're quite the hard worker."
6,undefined,undefined,dialogue,Dana,And the streets are not exactly... safe right now.
7,undefined,undefined,dialogue,Jill,They've never been when you get down to it.
8,undefined,undefined,dialogue,Jill,"And besides, I can't afford to not come with the bar closing soon."
9,undefined,undefined,dialogue,Dana,I wonder if any bar has used impending closure as a means of getting their employees to work.
10,undefined,undefined,dialogue,Dana,Seems like the total opposite would happen.
11,undefined,undefined,dialogue,Jill,"Not to mention I get bored out of my brains in my apartment, so I'd rather come here, anyway."
12,undefined,undefined,dialogue,Dana,What did you say?
13,undefined,undefined,dialogue,Jill,Nothing important.
14,undefined,undefined,dialogue,Jill,Gil isn't back yet?
15,undefined,undefined,dialogue,Dana,Nope. I wouldn't worry too much about him though.
16,undefined,undefined,dialogue,Jill,If you say so...
17,undefined,undefined,dialogue,Jill,That girl's still here?
18,undefined,undefined,dialogue,Dana,"Yup, she was sleeping so peacefully I felt bad about waking her up."
19,undefined,undefined,dialogue,Dana,So... would you mind doing that for me?
20,undefined,undefined,dialogue,Jill,"Actually... yes, I mind."
21,undefined,undefined,dialogue,Jill,"But you're the boss, and it's kinda my fault she's here in the first place..."
22,undefined,undefined,dialogue,Dana,Sorry about that.
23,undefined,undefined,dialogue,Jill,"Hey, young lady! Sleep another hour and we'll have to start charging you a motel fee."
24,undefined,undefined,dialogue,Streaming-chan,...*mumble*
25,undefined,undefined,dialogue,Streaming-chan,NNNNNNNNNNNNNNNNNNNN... hm? Where am I?
26,undefined,undefined,dialogue,Streaming-chan,Oh... right... *yawn* the shoddy downtown bar...
27,undefined,undefined,dialogue,Streaming-chan,Let's see... all my gear is in place...
28,undefined,undefined,dialogue,Streaming-chan,"...and neither my pants nor my... *yawn* panties, shirt or bra have been displaced..."
29,undefined,undefined,dialogue,Streaming-chan,"Oh, it's the flat bartender! Good morning."
30,undefined,undefined,dialogue,Jill,Good evening.
31,undefined,undefined,dialogue,Streaming-chan,"Evening? Oh well, it's the best night... er... day of sleep I've had in quite some time."
32,undefined,undefined,dialogue,Streaming-chan,Sorry for all the trouble I may have caused you today or last night.
33,undefined,undefined,dialogue,Jill,D-Don't worry.
34,undefined,undefined,dialogue,Streaming-chan,"You're so nice, flat bartender~"
35,undefined,undefined,dialogue,Streaming-chan,Thanks for taking care of me. Bye!
36,undefined,undefined,dialogue,Jill,...
37,undefined,undefined,dialogue,Streaming-chan,"Hello, guys and gals! Streaming-chan's back in action with her batteries reloaded!"
38,undefined,undefined,dialogue,Streaming-chan,AAAAAAAAAH!! THE MOON! IT BURNS!!
39,undefined,undefined,dialogue,Jill,I feel like I've just unleashed something terrible unto the world.
40,undefined,undefined,dialogue,Dana,"Come on, it's not that bad."
41,undefined,undefined,dialogue,Dana,"Say, what's this bottle?"
42,undefined,undefined,dialogue,Jill,"A client gave it to me yesterday... a gift of sorts, I'm guessing."
43,undefined,undefined,dialogue,Dana,"Oh, cool."
44,undefined,undefined,dialogue,Jill,It's some sort of rum.
45,undefined,undefined,dialogue,Dana,Rum? Nice!
46,undefined,undefined,dialogue,Jill,Want me to serve you a bit of it?
47,undefined,undefined,dialogue,Dana,"Hm... yeah, sure!"
48,undefined,undefined,dialogue,Jill,Here.
49,undefined,undefined,dialogue,Dana,Alright!
50,undefined,undefined,dialogue,Dana,"I'm gonna enjoy this in my office, thanks."
51,undefined,undefined,dialogue,Jill,Anytime.
52,undefined,undefined,dialogue,Jill,Here.
53,undefined,undefined,dialogue,Dana,This... um...
54,undefined,undefined,dialogue,Dana,Whatever. I shouldn't be drinking at work anyways.
55,undefined,undefined,dialogue,Jill,That sounds weird when you own a bar.
56,undefined,undefined,dialogue,Jill,A bottle of Absinthe I had at home.
