line,filename,lines,type,character,text
0,script1.txt,1045,META,undefined,undefined
2,undefined,undefined,dialogue,Dana,"Hey, guys!"
3,undefined,undefined,dialogue,Jill,Oh Bo-... eh?
4,undefined,undefined,dialogue,Jill,W-Who's that?
5,undefined,undefined,dialogue,Dana,I don't know. Found her while I was out shopping.
6,undefined,undefined,dialogue,Gillian,Why bring her here?
7,undefined,undefined,dialogue,Dana,"Well, it was either leave her outside at the mercy of society's finest or bring her unconscious body in here."
8,undefined,undefined,dialogue,Jill,She's going to make such a ruckus when she wakes up. You know that.
9,undefined,undefined,dialogue,Dana,That's up for you to deal with. I'll be in my office.
10,undefined,undefined,dialogue,Jill,"You can't just push that responsibility onto us! We have work to do, damn it!"
11,undefined,undefined,dialogue,Dana,There're two of you! Believe in yourselves!
12,undefined,undefined,dialogue,Jill,*sigh*
13,undefined,undefined,dialogue,Gillian,Do you think Chief knocked her out?
14,undefined,undefined,dialogue,Jill,"Nah, that's unlikely. She'd be crowing about it or taunting us if that were the case."
15,undefined,undefined,dialogue,Jill,And it's not like her to pick on such a small girl... at least not unprovoked.
16,undefined,undefined,dialogue,Gillian,"Yeah, you're right."
17,undefined,undefined,dialogue,Gillian,"We'll just need to keep it quiet. She seems to be just sleeping soundly, not comatose."
18,undefined,undefined,dialogue,Jill,Yeah.
19,undefined,undefined,dialogue,Gillian,Okay then. Time to start the night!
20,undefined,undefined,dialogue,Jill,"Yes, I'll start working while YOU go clean the bathroom."
21,undefined,undefined,dialogue,Gillian,Um... come again?
22,undefined,undefined,dialogue,Jill,"While you spent the whole weekend and Monday doing god-knows-what, we've had some interesting clients come in."
23,undefined,undefined,dialogue,Jill,Dogs. Lots of 'em.
24,undefined,undefined,dialogue,Gillian,You're joking.
25,undefined,undefined,dialogue,Jill,"Gil, you've known me for how long now? Do I look like the kind of woman who would make a joke like that?"
26,undefined,undefined,dialogue,Gillian,Well...
27,undefined,undefined,dialogue,Jill,"So! As punishment for leaving me to deal with all of that on my lonesome, you'll be in charge of cleaning the bathrooms."
28,undefined,undefined,dialogue,Jill,Have fun!
29,undefined,undefined,dialogue,Gillian,Just that? Fine. I see no problem.
30,undefined,undefined,dialogue,Gillian,Where's the cleaning stuff?
31,undefined,undefined,dialogue,Jill,Here.
32,undefined,undefined,dialogue,Gillian,"...you brought that from home, didn't you?"
33,undefined,undefined,dialogue,Jill,That I did.
34,undefined,undefined,dialogue,Gillian,Fiiiiiiiiiiine.
35,undefined,undefined,dialogue,Jill,"(With that out of the way, let's play some music on the new ""Jukebox"".)"
36,undefined,undefined,dialogue,Jill,(This model needs to have all of its 12 slots filled with songs before it can start.)
