line,filename,lines,type,character,text
0,script15.txt,673,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening.
3,undefined,undefined,dialogue,Dana,Hey Jill! Let's have a New Year's party this Saturday!
4,undefined,undefined,dialogue,Jill,Isn't that a bit soon?
5,undefined,undefined,dialogue,Dana,Why? Did someone famous get killed at a New Year's party?
6,undefined,undefined,dialogue,Jill,"No, I mean..."
7,undefined,undefined,dialogue,Jill,Nevermind.
8,undefined,undefined,dialogue,Jill,"Sure, I'm in for it."
9,undefined,undefined,dialogue,Dana,Great!
10,undefined,undefined,dialogue,Jill,And Gil?
11,undefined,undefined,dialogue,Dana,"He's coming too. I mean, it's not like he has anything else to do."
12,undefined,undefined,dialogue,Jill,Hey...
13,undefined,undefined,dialogue,Jill,"No, I mean where is he?"
14,undefined,undefined,dialogue,Dana,He was escorting a client of his to the station. He should be back any second now.
15,undefined,undefined,dialogue,Gillian,Back.
16,undefined,undefined,dialogue,Dana,See?
17,undefined,undefined,dialogue,Jill,"So, you coming to the New Year's party too, Gil?"
18,undefined,undefined,dialogue,Gillian,"It's not like I have anything else to do, so..."
19,undefined,undefined,dialogue,Dana,I told you.
20,undefined,undefined,dialogue,Jill,...we're depressing people.
21,undefined,undefined,dialogue,Gillian,"Oh yeah, the kid from the other day - Gaby, I think you called her - asked me to give you this."
22,undefined,undefined,dialogue,Gillian,I believe it's a note.
23,undefined,undefined,dialogue,Jill,A note? Gaby? Let's see...
24,undefined,undefined,dialogue,Gaby,"First of all, I want to apologize for my behaviour before."
25,undefined,undefined,dialogue,Gaby,"I was still hurt by my sister's death and it wasn't fair to take out all the stress on you, let alone put the blame on you."
26,undefined,undefined,dialogue,Gaby,"And so, it feels weird to ask this of you after how I treated you, but I really want to talk to you."
27,undefined,undefined,dialogue,Gaby,"I want to catch up, to chat for a while, to do what you were doing with me before I lashed out."
28,undefined,undefined,dialogue,Gaby,"I want to understand this freedom you talked about, the fear that drove you to a fight with my sister."
29,undefined,undefined,dialogue,Gaby,I'll go back to the bar on the 31st. I won't take much of your time.
30,undefined,undefined,dialogue,Gaby,"If you don't wanna see me after all that, I'll understand."
31,undefined,undefined,dialogue,Gaby,"But please, I really want to talk to you. -Gaby"
32,undefined,undefined,dialogue,Dana,"Wow, that girl has a big vocabulary."
33,undefined,undefined,dialogue,Jill,She was always a smart one.
34,undefined,undefined,dialogue,Jill,...
35,undefined,undefined,dialogue,Jill,"Hm? The ""31st"" is written in different handwriting."
36,undefined,undefined,dialogue,Gillian,"Oh yeah, she asked me when would you be here and relatively free. So I told her about the party."
37,undefined,undefined,dialogue,Gillian,"I also assumed you'd say yes to the party, which might not have been the best idea, now that I think about it."
38,undefined,undefined,dialogue,Jill,...
39,undefined,undefined,dialogue,Jill,B-Boss... I'm having second thoughts about coming to the party.
40,undefined,undefined,dialogue,Dana,What? Why?
41,undefined,undefined,dialogue,Jill,B-Because I really don't want to face Gaby again...
42,undefined,undefined,dialogue,Jill,*sigh* Now it's coming back to me... what drove me to never go back and apologize after all these years.
43,undefined,undefined,dialogue,Jill,Fear and shame.
44,undefined,undefined,dialogue,Jill,"Shame because I know I made a hideously stupid mistake, and it's painful to face your mistakes."
45,undefined,undefined,dialogue,Jill,And fear of what they might say.
46,undefined,undefined,dialogue,Jill,"With Lenore, we never broke up formally, so I was always afraid that if we were to meet again..."
47,undefined,undefined,dialogue,Jill,...she'd break up with me.
48,undefined,undefined,dialogue,Jill,...
49,undefined,undefined,dialogue,Jill,...and I don't want Gaby to tell me that she hates me to my face.
50,undefined,undefined,dialogue,Jill,Lenore was in the right to break up with me and Gaby is in the right to hate me...
51,undefined,undefined,dialogue,Jill,"But I don't want her to. Maybe if I never see her again, she'll never tell me that and..."
52,undefined,undefined,dialogue,Dana,"Jill, you IDIOOOOOOOOOOOOOT!!"
53,undefined,undefined,dialogue,Jill,E-Eh?!
54,undefined,undefined,dialogue,Dana,You're thinking backwards! Didn't the letter say she wanted to understand you?
55,undefined,undefined,dialogue,Dana,"If you bail out on this, she WILL hate you."
56,undefined,undefined,dialogue,Dana,"Not only that, but you're getting a new chance here!"
57,undefined,undefined,dialogue,Dana,Do you wanna live the rest of your life running from another memory?
58,undefined,undefined,dialogue,Dana,Didn't you just say to Armitage that you hated feeling like that?
59,undefined,undefined,dialogue,Jill,...!
60,undefined,undefined,dialogue,Gillian,Armitage?
61,undefined,undefined,dialogue,Dana,Titty Hacker.
62,undefined,undefined,dialogue,Gillian,"Alma, right."
63,undefined,undefined,dialogue,Dana,I don't know what happened when you fought with that girl's sister.
64,undefined,undefined,dialogue,Dana,But now you have a chance to make amends!
65,undefined,undefined,dialogue,Dana,"And not only that, you have us watching your back!"
66,undefined,undefined,dialogue,Dana,So I want you to think about this:
67,undefined,undefined,dialogue,Dana,One day of fear or a lifetime filled with regret. Which one do you pick?
68,undefined,undefined,dialogue,Jill,Yeah.
69,undefined,undefined,dialogue,Jill,Yeah! You're right. I hated feeling like that. I won't run away this time!
70,undefined,undefined,dialogue,Dana,"Good, because I would've gone to your apartment and dragged you outta there if need be."
71,undefined,undefined,dialogue,Jill,"Hey, Boss? Thanks."
72,undefined,undefined,dialogue,Dana,That's what friends are for.
73,undefined,undefined,dialogue,Jill,Yeah.
74,undefined,undefined,dialogue,Jill,"Anyways, let's start the day."
75,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
76,undefined,undefined,dialogue,Jill,...
77,undefined,undefined,dialogue,Jill,"...seriously though, it's the second note that has stirred such feelings in me."
78,undefined,undefined,dialogue,Gillian,Second one?
79,undefined,undefined,dialogue,Jill,"Two weeks ago, I got another note in the mail. This one is from Lenore."
80,undefined,undefined,dialogue,Dana,Was that the envelope you took away from me in a panic?
81,undefined,undefined,dialogue,Jill,...yup.
82,undefined,undefined,dialogue,Dana,You haven't opened it?
83,undefined,undefined,dialogue,Jill,...
84,undefined,undefined,dialogue,Dana,"Why not open it with Gaby? You're facing one fear, might as well face the other."
85,undefined,undefined,dialogue,Jill,...maybe.
86,undefined,undefined,dialogue,Gillian,"Don't push her, Chief."
87,undefined,undefined,dialogue,Dana,I'm not. I just know she's capable of doing all that.
88,undefined,undefined,dialogue,Dana,I'll go secure stuff for the party. Call me if you need anything.
89,undefined,undefined,dialogue,Gillian,...
90,undefined,undefined,dialogue,Gillian,"Keep it up, Jill."
91,undefined,undefined,dialogue,Jill,Thanks...
92,undefined,undefined,dialogue,Jill,...
93,undefined,undefined,dialogue,Stella,Haaaappy holidays!
94,undefined,undefined,dialogue,Jill,Someone's happy.
95,undefined,undefined,dialogue,Stella,We held a party for the staff and their children...
96,undefined,undefined,dialogue,Stella,You should've seen the faces of those kids receiving gifts.
97,undefined,undefined,dialogue,Stella,Nabbing that Santa suit at the last minute the other day was totally worth it.
98,undefined,undefined,dialogue,Jill,Santa dresses seem to have been popular this year.
99,undefined,undefined,dialogue,Jill,I heard they were sold out in most places.
100,undefined,undefined,dialogue,Stella,"There was this... weird shortage of Santa suits, but luck was on my side this year!"
101,undefined,undefined,dialogue,Stella,...
102,undefined,undefined,dialogue,Stella,*ahem* Sorry for that... outburst.
103,undefined,undefined,dialogue,Jill,Why? You looked so happy I felt happy too. You shouldn't hide your happiness.
104,undefined,undefined,dialogue,Stella,Um...
105,undefined,undefined,dialogue,Stella,"A-Anyway, can you get me a Cobalt Velvet, please?"
106,undefined,undefined,dialogue,Jill,Sure.
107,undefined,undefined,dialogue,Jill,Here.
108,undefined,undefined,dialogue,Stella,Thanks.
109,undefined,undefined,dialogue,Jill,Here you go.
110,undefined,undefined,dialogue,Stella,I-I'll forgive you this time. I'm in a good mood.
111,undefined,undefined,dialogue,Jill,Are you meeting with Sei today?
