line,filename,lines,type,character,text
0,script6.txt,581,META,undefined,undefined
2,undefined,undefined,dialogue,Dana,Rise and shine.
3,undefined,undefined,dialogue,Jill,*yawn* G'mornin'.
4,undefined,undefined,dialogue,Dana,"It's 11 a.m., though."
5,undefined,undefined,dialogue,Jill,That's morning for me on the weekends... and any other day. How's everything outside?
6,undefined,undefined,dialogue,Dana,"Still noisy, but forces have been deployed to take care of most of 'em at least."
7,undefined,undefined,dialogue,Jill,How so?
8,undefined,undefined,dialogue,Dana,"Zaibatsu Corp's President is pleading with ""anyone"" to stop the rogue White Knights."
9,undefined,undefined,dialogue,Dana,Neighboring city forces were deployed quickly and have subdued most of the opposition.
10,undefined,undefined,dialogue,Dana,There have also been reports of White Knights just... freezing. Like they were petrified somehow.
11,undefined,undefined,dialogue,Jill,You make it sound like some god suddenly decided to put everything in place.
12,undefined,undefined,dialogue,Dana,"Well, I'm just glad no bullets are flying in and out of the whole building."
13,undefined,undefined,dialogue,Dana,"Sure, there're still some bad apples out and it's not really safe yet, but it was worse last night."
14,undefined,undefined,dialogue,Dana,There also seems to be a civilian force lynching any White Knight they spot.
15,undefined,undefined,dialogue,Dana,"So not only are the White Knights a problem, regular folks are on edge too."
16,undefined,undefined,dialogue,Jill,(I wonder if Sei is okay...)
17,undefined,undefined,dialogue,Jill,Should we be worried about Gil?
18,undefined,undefined,dialogue,Dana,That kid knows how to take care of himself.
19,undefined,undefined,dialogue,Dana,"I'm sure that... whatever it is that he's doing, he's safe."
20,undefined,undefined,dialogue,Dana,Dare I say even safer wherever he is than here.
21,undefined,undefined,dialogue,Jill,I sure hope so.
22,undefined,undefined,dialogue,Jill,Are we gonna work today?
23,undefined,undefined,dialogue,Dana,"Nah, things are too nasty right now. Let's take the Sunday off."
24,undefined,undefined,dialogue,Jill,"Oh, alright."
25,undefined,undefined,dialogue,Dana,"Say, do you want me to help you get to your apartment?"
26,undefined,undefined,dialogue,Jill,"Actually yeah, I'd appreciate that."
27,undefined,undefined,dialogue,Dana,Okay then. Let me lock things up and we'll go.
28,undefined,undefined,dialogue,Dana,We'll grab something for lunch on the way.
29,undefined,undefined,dialogue,Jill,Sounds good.
30,undefined,undefined,dialogue,Dana,Aaaaaaaaand here we are.
31,undefined,undefined,dialogue,Jill,Home sweet home. Thanks a lot.
32,undefined,undefined,dialogue,Jill,"Hey Boss, wanna hang out for a bit?"
33,undefined,undefined,dialogue,Dana,Hm?
34,undefined,undefined,dialogue,Jill,"Yeah, grab a Beer, chill out for a bit... Mostly to thank you for helping me."
35,undefined,undefined,dialogue,Dana,"Well, I don't have much to do anyway. So yeah, sure."
36,undefined,undefined,dialogue,Dana,"I did tell you you should invite me to your apartment sometime, didn't I?"
37,undefined,undefined,dialogue,Jill,"Oh, yeah. You did."
38,undefined,undefined,dialogue,Dana,What worries me a bit is that Beer always leads to something else.
39,undefined,undefined,dialogue,Jill,To more Beer?
40,undefined,undefined,dialogue,Dana,"I was gonna say, ""To one of us going through the Spanish announcers' table."""
41,undefined,undefined,dialogue,Dana,But I think we're safe here.
42,undefined,undefined,dialogue,Jill,"Come on in, then."
43,undefined,undefined,dialogue,Dana,Excuse me...
44,undefined,undefined,dialogue,Jill,Want one?
45,undefined,undefined,dialogue,Dana,"Sorry, I don't smoke. Don't mind me though, smoke if you wanna."
46,undefined,undefined,dialogue,Jill,Thanks.
47,undefined,undefined,dialogue,Dana,"Say, how is the chilly weather treating you?"
48,undefined,undefined,dialogue,Jill,It gets cold from time to time but nothing the kotatsu and the heater can't fix.
49,undefined,undefined,dialogue,Jill,"Oh right, Boss. You're not very good with the cold, are you?"
50,undefined,undefined,dialogue,Dana,You know it...
51,undefined,undefined,dialogue,Jill,You didn't bring your jacket here either.
52,undefined,undefined,dialogue,Dana,"Yeah, I left it at home when going to the bar yesterday."
53,undefined,undefined,dialogue,Dana,It wasn't that cold and I didn't expect to spend the night at the bar.
54,undefined,undefined,dialogue,Jill,Would you like a sweater or something?
55,undefined,undefined,dialogue,Dana,"Oh, don't mind me."
56,undefined,undefined,dialogue,Jill,I insist. I have this hoodie from some time ago and it was too big for me.
