line,filename,lines,type,character,text
0,script4.txt,1145,META,undefined,undefined
2,undefined,undefined,dialogue,Jill,G'evening...
3,undefined,undefined,dialogue,Gillian,Hello.
4,undefined,undefined,dialogue,Gillian,...!
5,undefined,undefined,dialogue,Gillian,Seems you made it just in time.
6,undefined,undefined,dialogue,Jill,I think that's just a car backfiring.
7,undefined,undefined,dialogue,Gillian,Really? It sounded more like a gunshot to me.
8,undefined,undefined,dialogue,Jill,Have you ever heard gunshots?
9,undefined,undefined,dialogue,Gillian,Haven't we all at some point?
10,undefined,undefined,dialogue,Jill,"Yeah, well..."
11,undefined,undefined,dialogue,Jill,See? Sounds more like a car's exhaust.
12,undefined,undefined,dialogue,Gillian,I don't know... It's too dry.
13,undefined,undefined,dialogue,Jill,"Yeah, but gunshots give more echo."
14,undefined,undefined,dialogue,Dana,What if it's a firecracker?
15,undefined,undefined,dialogue,Jill,"Ah, boss."
16,undefined,undefined,dialogue,Gillian,Firecrackers?
17,undefined,undefined,dialogue,Dana,Yup. A couple of years ago there was an incident where some dude killed a cop.
18,undefined,undefined,dialogue,Dana,He managed to slip away because his pistol was mixed up with the usual Mega Christmas firecrackers.
19,undefined,undefined,dialogue,Gillian,"Nah, it sounded too hollow for firecrackers."
20,undefined,undefined,dialogue,Dana,"Well, whatever. This is not a morning talk show."
21,undefined,undefined,dialogue,Dana,I'm not paying you to chit-chat about meaningless things.
22,undefined,undefined,dialogue,Dana,...at least not amongst yourselves.
23,undefined,undefined,dialogue,Jill,"Right, we shouldn't lose time over a CAR'S EXHAUST."
24,undefined,undefined,dialogue,Gillian,Hey!
25,undefined,undefined,dialogue,Jill,Heh.
26,undefined,undefined,dialogue,Jill,Time to mix drinks and change lives.
27,undefined,undefined,dialogue,Jill,Welcome to Valhalla.
28,undefined,undefined,dialogue,Art,"Hello, I'm looking for some information..."
29,undefined,undefined,dialogue,Jill,What kind of information?
30,undefined,undefined,dialogue,Art,"What can you tell me about a girl nicknamed ""Crimson Rose""?"
31,undefined,undefined,dialogue,Jill,Sounds like a tacky online handle.
32,undefined,undefined,dialogue,Jill,"Although ""tacky online handle"" is a bit redundant."
33,undefined,undefined,dialogue,Art,Do you know anything about her?
34,undefined,undefined,dialogue,Jill,"Nope, sorry."
35,undefined,undefined,dialogue,Art,I have $80 here that might refresh your memory.
36,undefined,undefined,dialogue,Jill,...
37,undefined,undefined,dialogue,Jill,"Now that you mention it, I remember something..."
38,undefined,undefined,dialogue,Art,Really?!
39,undefined,undefined,dialogue,Jill,Yeah. Now I'm totally sure that I have no idea whatsoever who you're talking about.
40,undefined,undefined,dialogue,Art,Nothing at all?
41,undefined,undefined,dialogue,Jill,Nothing.
42,undefined,undefined,dialogue,Art,"Man, you're a sucky bartender. Not having any info I need."
43,undefined,undefined,dialogue,Jill,"*sigh* Well. First of all, why assume I just happen to have the info you conveniently need?"
44,undefined,undefined,dialogue,Jill,Does that girl frequent this place? Is there any proof that I might have the info you so desperately need?
45,undefined,undefined,dialogue,Art,"Well, I..."
46,undefined,undefined,dialogue,Jill,"And second, you're not going to get anywhere by offering me physical money."
47,undefined,undefined,dialogue,Jill,"In fact, what are you doing with physical money? Do you wanna get mugged so badly?"
48,undefined,undefined,dialogue,Art,"Yeah, well..."
49,undefined,undefined,dialogue,Jill,"MOREOVER, even if I did know something, do you really think $80 is enough?"
50,undefined,undefined,dialogue,Jill,You can do almost NOTHING with $80. It's not enough to have a decent lunch.
51,undefined,undefined,dialogue,Art,Why are you scolding me?
52,undefined,undefined,dialogue,Jill,Why did you call me a sucky bartender for not conveniently having the info you need?
53,undefined,undefined,dialogue,Art,I...
54,undefined,undefined,dialogue,Art,"Wait... of course! You want all deals to be clean, so you need me to spend money on the bar."
55,undefined,undefined,dialogue,Jill,...
56,undefined,undefined,dialogue,Art,"That's how it works, right? I spend money. You give me the info."
57,undefined,undefined,dialogue,Jill,"...maybe, maybe not."
58,undefined,undefined,dialogue,Art,"Okay then, get me a drink, but keep it under $80."
59,undefined,undefined,dialogue,Jill,...
60,undefined,undefined,dialogue,Jill,Here.
61,undefined,undefined,dialogue,Art,Now THIS makes you a sucky bartender.
62,undefined,undefined,dialogue,Jill,...
63,undefined,undefined,dialogue,Jill,...I can change it if you want.
64,undefined,undefined,dialogue,Art,"Nonononononono, don't."
65,undefined,undefined,dialogue,Art,"In fact, I'll just forget the info thing."
66,undefined,undefined,dialogue,Jill,Right...
67,undefined,undefined,dialogue,Jill,Here.
68,undefined,undefined,dialogue,Art,Okay then. Do you know anything about the girl?
69,undefined,undefined,dialogue,Jill,No.
70,undefined,undefined,dialogue,Art,But you said...
71,undefined,undefined,dialogue,Jill,"""Maybe, maybe not"". Turns out that it's maybe not."
72,undefined,undefined,dialogue,Jill,You were the one deluding yourself into thinking I might know something.
73,undefined,undefined,dialogue,Jill,And like I said: $80 is nothing.
74,undefined,undefined,dialogue,Art,So -- I need to spend more?
75,undefined,undefined,dialogue,Jill,I'll give you some intel.
76,undefined,undefined,dialogue,Jill,"Spend all the money you want, but I know nothing and no amount will change that."
77,undefined,undefined,dialogue,Art,Can I at least get my money back?
78,undefined,undefined,dialogue,Jill,"Why? The order is right, isn't it?"
79,undefined,undefined,dialogue,Art,*sigh* I guess.
80,undefined,undefined,dialogue,Jill,"So, why are you looking for that girl, mister...?"
81,undefined,undefined,dialogue,Art,"Von Delay, Art Von Delay."
82,undefined,undefined,dialogue,Art,I'm a private detective. It's what I do.
83,undefined,undefined,dialogue,Jill,"So, I'll assume you're either looking for a missing girl or working for a creepy online stalker."
84,undefined,undefined,dialogue,Art,"You're assuming the girl I'm looking for is innocent, or lost."
85,undefined,undefined,dialogue,Jill,She's not?
86,undefined,undefined,dialogue,Art,"She's half of the so-called ""Reapers"" of the city."
87,undefined,undefined,dialogue,Art,Two guns-for-hire that work for whoever's resourceful enough to find them and wealthy enough to pay them.
88,undefined,undefined,dialogue,Art,"Crimson Rose and Cobalt Lily, they call themselves."
89,undefined,undefined,dialogue,Jill,(They still sound more like teenagers' internet nicknames.)
